time_index,feature_a,feature_b,pair_z_distance,pair_z_distance_CL,pair_z_distance_UCL,pair_z_distance_alarm,T2,T2_CL,T2_UCL,T2_LCL,T2_beyond_UCL
0,1.9933,0.0149,0.8739164259817634,0.6544460085553737,4.415031915899799,0,0.7910628492577059,1.9976795387580797,37.315165842512364,0.0,0
1,1.9912,0.0394,0.475871673037955,0.6544460085553737,4.415031915899799,0,0.15149145467871372,1.9976795387580797,37.315165842512364,0.0,0
2,2.0183,0.0908,0.6819198218643271,0.6544460085553737,4.415031915899799,0,1.3275380975563298,1.9976795387580797,37.315165842512364,0.0,0
3,1.9638,0.0845,0.4329872818098573,0.6544460085553737,4.415031915899799,0,0.4385504929537925,1.9976795387580797,37.315165842512364,0.0,0
4,2.0133,0.0599,0.40241000807933214,0.6544460085553737,4.415031915899799,0,0.26160700069986526,1.9976795387580797,37.315165842512364,0.0,0
5,1.9817,0.0743,0.32211485760049874,0.6544460085553737,4.415031915899799,0,0.2984632524484528,1.9976795387580797,37.315165842512364,0.0,0
6,2.0122,0.035,0.6117451858814066,0.6544460085553737,4.415031915899799,0,0.2321538828209569,1.9976795387580797,37.315165842512364,0.0,0
7,2.0032,0.0502,0.3956262066330261,0.6544460085553737,4.415031915899799,0,0.1197604173533289,1.9976795387580797,37.315165842512364,0.0,0
8,1.7997,0.0318,0.9742282867075561,0.6544460085553737,4.415031915899799,0,2.6315478240266446,1.9976795387580797,37.315165842512364,0.0,0
9,1.7715,0.0339,1.096656637877041,0.6544460085553737,4.415031915899799,0,3.181825071334818,1.9976795387580797,37.315165842512364,0.0,0
10,2.0122,0.0317,0.6577698478544917,0.6544460085553737,4.415031915899799,0,0.28096479781065015,1.9976795387580797,37.315165842512364,0.0,0
11,2.008,0.0866,0.586565729847126,0.6544460085553737,4.415031915899799,0,0.9826466380658267,1.9976795387580797,37.315165842512364,0.0,0
12,1.9892,0.0558,0.28055671857803055,0.6544460085553737,4.415031915899799,0,0.07979167329251423,1.9976795387580797,37.315165842512364,0.0,0
13,1.8858,0.0472,0.4121149667466753,0.6544460085553737,4.415031915899799,0,0.4817550817210273,1.9976795387580797,37.315165842512364,0.0,0
14,1.8967,0.0482,0.35238262138106835,0.6544460085553737,4.415031915899799,0,0.35607728496180935,1.9976795387580797,37.315165842512364,0.0,0
15,1.9705,0.1084,0.8573923983315205,0.6544460085553737,4.415031915899799,0,1.5805508464831206,1.9976795387580797,37.315165842512364,0.0,0
16,1.9965,0.0275,0.6738120703703673,0.6544460085553737,4.415031915899799,0,0.37351076096482005,1.9976795387580797,37.315165842512364,0.0,0
17,1.9728,0.0404,0.40745603333701036,0.6544460085553737,4.415031915899799,0,0.1461153008944522,1.9976795387580797,37.315165842512364,0.0,0
18,2.0103,0.0486,0.44510681368581034,0.6544460085553737,4.415031915899799,0,0.1491858037124224,1.9976795387580797,37.315165842512364,0.0,0
19,1.996,0.0623,0.3033999968887198,0.6544460085553737,4.415031915899799,0,0.17439456101885584,1.9976795387580797,37.315165842512364,0.0,0
20,1.9623,0.0632,0.11562306477084189,0.6544460085553737,4.415031915899799,0,0.03238258492441729,1.9976795387580797,37.315165842512364,0.0,0
21,2.0157,0.1065,0.9095219144667306,0.6544460085553737,4.415031915899799,0,2.2050971304386255,1.9976795387580797,37.315165842512364,0.0,0
22,2.009,0.0409999999999999,0.5211561483883234,0.6544460085553737,4.415031915899799,0,0.16466497003325073,1.9976795387580797,37.315165842512364,0.0,0
23,2.0078,0.0655,0.3783099523556763,0.6544460085553737,4.415031915899799,0,0.3145557446248876,1.9976795387580797,37.315165842512364,0.0,0
