time_index,T2,T2_CL,T2_UCL,T2_LCL,T2_beyond_UCL
0,8.238365679332441,9.980598159204403,83.9199072931924,0.0,0
1,2.399674351020072,9.980598159204403,83.9199072931924,0.0,0
2,9.357369942835733,9.980598159204403,83.9199072931924,0.0,0
3,3.9219468028123137,9.980598159204403,83.9199072931924,0.0,0
4,4.681831597130009,9.980598159204403,83.9199072931924,0.0,0
5,5.002564903511531,9.980598159204403,83.9199072931924,0.0,0
6,13.05362241474922,9.980598159204403,83.9199072931924,0.0,0
7,10.377972557947594,9.980598159204403,83.9199072931924,0.0,0
8,3.2735128686101143,9.980598159204403,83.9199072931924,0.0,0
9,3.90905828235089,9.980598159204403,83.9199072931924,0.0,0
10,8.34074270418205,9.980598159204403,83.9199072931924,0.0,0
11,8.92891934107038,9.980598159204403,83.9199072931924,0.0,0
12,7.382695224540154,9.980598159204403,83.9199072931924,0.0,0
13,18.64225839529631,9.980598159204403,83.9199072931924,0.0,0
14,0.5523731158266896,9.980598159204403,83.9199072931924,0.0,0
15,13.477757323617436,9.980598159204403,83.9199072931924,0.0,0
16,7.676173509661142,9.980598159204403,83.9199072931924,0.0,0
17,4.889736299956762,9.980598159204403,83.9199072931924,0.0,0
18,5.652944894816099,9.980598159204403,83.9199072931924,0.0,0
19,6.983167886215349,9.980598159204403,83.9199072931924,0.0,0
20,7.774004703777865,9.980598159204403,83.9199072931924,0.0,0
21,15.397954773539997,9.980598159204403,83.9199072931924,0.0,0
22,6.143980904568263,9.980598159204403,83.9199072931924,0.0,0
23,1.5351391607649945,9.980598159204403,83.9199072931924,0.0,0
24,10.21727181133179,9.980598159204403,83.9199072931924,0.0,0
25,5.733412118334987,9.980598159204403,83.9199072931924,0.0,0
26,7.7611284668972775,9.980598159204403,83.9199072931924,0.0,0
27,3.0344436500629333,9.980598159204403,83.9199072931924,0.0,0
28,4.694894859130516,9.980598159204403,83.9199072931924,0.0,0
29,4.788851561721323,9.980598159204403,83.9199072931924,0.0,0
30,5.623131375617266,9.980598159204403,83.9199072931924,0.0,0
31,6.856890019389217,9.980598159204403,83.9199072931924,0.0,0
32,6.830653811340107,9.980598159204403,83.9199072931924,0.0,0
33,9.29390261159333,9.980598159204403,83.9199072931924,0.0,0
34,2.5871484342340487,9.980598159204403,83.9199072931924,0.0,0
35,9.544868615027662,9.980598159204403,83.9199072931924,0.0,0
36,3.5475247179648255,9.980598159204403,83.9199072931924,0.0,0
37,5.379862782906697,9.980598159204403,83.9199072931924,0.0,0
38,9.698810355760655,9.980598159204403,83.9199072931924,0.0,0
39,76.34426335747806,9.980598159204403,83.9199072931924,0.0,0
40,2.699962062423263,9.980598159204403,83.9199072931924,0.0,0
41,8.902799577585183,9.980598159204403,83.9199072931924,0.0,0
42,75.55367749385894,9.980598159204403,83.9199072931924,0.0,0
43,2.749043584421713,9.980598159204403,83.9199072931924,0.0,0
44,3.1352192952171514,9.980598159204403,83.9199072931924,0.0,0
45,5.257687381400415,9.980598159204403,83.9199072931924,0.0,0
46,4.505170969531117,9.980598159204403,83.9199072931924,0.0,0
47,6.807820126489098,9.980598159204403,83.9199072931924,0.0,0
48,8.84890269150918,9.980598159204403,83.9199072931924,0.0,0
49,5.679122399038142,9.980598159204403,83.9199072931924,0.0,0
50,6.623419162072274,9.980598159204403,83.9199072931924,0.0,0
51,11.591573358554184,9.980598159204403,83.9199072931924,0.0,0
52,4.761501464893251,9.980598159204403,83.9199072931924,0.0,0
53,13.026185499358181,9.980598159204403,83.9199072931924,0.0,0
54,4.738525981819379,9.980598159204403,83.9199072931924,0.0,0
55,4.639741200021584,9.980598159204403,83.9199072931924,0.0,0
56,6.555638326017688,9.980598159204403,83.9199072931924,0.0,0
57,13.757510626230669,9.980598159204403,83.9199072931924,0.0,0
58,21.683012982252386,9.980598159204403,83.9199072931924,0.0,0
59,4.1963092821611605,9.980598159204403,83.9199072931924,0.0,0
60,73.17994255659274,9.980598159204403,83.9199072931924,0.0,0
61,4.982521251140475,9.980598159204403,83.9199072931924,0.0,0
62,13.51169728498432,9.980598159204403,83.9199072931924,0.0,0
63,37.71662371944863,9.980598159204403,83.9199072931924,0.0,0
64,11.551492794370787,9.980598159204403,83.9199072931924,0.0,0
65,4.399589945876126,9.980598159204403,83.9199072931924,0.0,0
66,9.820863437140323,9.980598159204403,83.9199072931924,0.0,0
67,4.6263701640763335,9.980598159204403,83.9199072931924,0.0,0
68,2.104027977626359,9.980598159204403,83.9199072931924,0.0,0
69,3.972339746252634,9.980598159204403,83.9199072931924,0.0,0
70,7.001694154738454,9.980598159204403,83.9199072931924,0.0,0
71,82.75367366358246,9.980598159204403,83.9199072931924,0.0,0
72,4.4811888241545725,9.980598159204403,83.9199072931924,0.0,0
73,28.072976592876007,9.980598159204403,83.9199072931924,0.0,0
74,5.440424447489263,9.980598159204403,83.9199072931924,0.0,0
75,11.599195680724804,9.980598159204403,83.9199072931924,0.0,0
76,1.2661148662760966,9.980598159204403,83.9199072931924,0.0,0
77,9.158675710926886,9.980598159204403,83.9199072931924,0.0,0
78,4.29802939900616,9.980598159204403,83.9199072931924,0.0,0
79,11.19543060591082,9.980598159204403,83.9199072931924,0.0,0
80,8.512327682620164,9.980598159204403,83.9199072931924,0.0,0
81,4.028927401527131,9.980598159204403,83.9199072931924,0.0,0
82,6.3404971567559665,9.980598159204403,83.9199072931924,0.0,0
83,8.261901491651667,9.980598159204403,83.9199072931924,0.0,0
84,25.620409454208037,9.980598159204403,83.9199072931924,0.0,0
