time_index,PCA_SPE,PCA_SPE_CL,PCA_SPE_UCL,PCA_SPE_beyond_UCL
0,0.21114016548038322,0.815942158489522,6.41709086513365,0
1,0.08486908127424134,0.815942158489522,6.41709086513365,0
2,0.26881657393655134,0.815942158489522,6.41709086513365,0
3,0.1363511322288407,0.815942158489522,6.41709086513365,0
4,0.10282232207871787,0.815942158489522,6.41709086513365,0
5,0.1042488421304548,0.815942158489522,6.41709086513365,0
6,1.880392595183241,0.815942158489522,6.41709086513365,0
7,0.8303000571871406,0.815942158489522,6.41709086513365,0
8,0.3055607281480073,0.815942158489522,6.41709086513365,0
9,0.05513986457917467,0.815942158489522,6.41709086513365,0
10,0.7697986930734394,0.815942158489522,6.41709086513365,0
11,1.1637691365908585,0.815942158489522,6.41709086513365,0
12,0.014028794622615713,0.815942158489522,6.41709086513365,0
13,0.42357301603682196,0.815942158489522,6.41709086513365,0
14,0.09435293271214407,0.815942158489522,6.41709086513365,0
15,1.923620955801843,0.815942158489522,6.41709086513365,0
16,2.4018962445650494,0.815942158489522,6.41709086513365,0
17,0.12633598896913176,0.815942158489522,6.41709086513365,0
18,1.2553558509757263,0.815942158489522,6.41709086513365,0
19,1.2669144307316462,0.815942158489522,6.41709086513365,0
20,1.244451866123319,0.815942158489522,6.41709086513365,0
21,1.2208906596213258,0.815942158489522,6.41709086513365,0
22,0.14416548348782274,0.815942158489522,6.41709086513365,0
23,0.29596690322529384,0.815942158489522,6.41709086513365,0
24,2.5180806298039173,0.815942158489522,6.41709086513365,0
25,0.14921918322348965,0.815942158489522,6.41709086513365,0
26,0.6646246047037017,0.815942158489522,6.41709086513365,0
27,0.13286721938602322,0.815942158489522,6.41709086513365,0
28,0.06808059841212194,0.815942158489522,6.41709086513365,0
29,0.795496901584992,0.815942158489522,6.41709086513365,0
30,0.10139635069889054,0.815942158489522,6.41709086513365,0
31,0.009156026280864576,0.815942158489522,6.41709086513365,0
32,0.06680233932477855,0.815942158489522,6.41709086513365,0
33,0.5195857078389535,0.815942158489522,6.41709086513365,0
34,0.3881501781183028,0.815942158489522,6.41709086513365,0
35,0.9209999473161259,0.815942158489522,6.41709086513365,0
36,0.7672389177737479,0.815942158489522,6.41709086513365,0
37,0.4630929063568855,0.815942158489522,6.41709086513365,0
38,0.42662606329447805,0.815942158489522,6.41709086513365,0
39,0.8435269723995871,0.815942158489522,6.41709086513365,0
40,0.24746072550707157,0.815942158489522,6.41709086513365,0
41,0.8258470957077162,0.815942158489522,6.41709086513365,0
42,1.5668221494949894,0.815942158489522,6.41709086513365,0
43,0.2770256529158276,0.815942158489522,6.41709086513365,0
44,0.04064851567506783,0.815942158489522,6.41709086513365,0
45,0.2063739239414018,0.815942158489522,6.41709086513365,0
46,0.8420295791623218,0.815942158489522,6.41709086513365,0
47,0.026034455378303095,0.815942158489522,6.41709086513365,0
48,0.7637781833782933,0.815942158489522,6.41709086513365,0
49,0.16200137746842558,0.815942158489522,6.41709086513365,0
50,0.5609190197634697,0.815942158489522,6.41709086513365,0
51,0.12214108888050432,0.815942158489522,6.41709086513365,0
52,0.5928183961358857,0.815942158489522,6.41709086513365,0
53,2.593314294082633,0.815942158489522,6.41709086513365,0
54,0.21888042514962722,0.815942158489522,6.41709086513365,0
55,0.7936391674133365,0.815942158489522,6.41709086513365,0
56,1.3640257099400244,0.815942158489522,6.41709086513365,0
57,0.0032085753067389346,0.815942158489522,6.41709086513365,0
58,2.5539857517389013,0.815942158489522,6.41709086513365,0
59,0.2774550807573988,0.815942158489522,6.41709086513365,0
60,1.4743138026099711,0.815942158489522,6.41709086513365,0
61,0.47451656845714707,0.815942158489522,6.41709086513365,0
62,0.1405873777273946,0.815942158489522,6.41709086513365,0
63,0.08679807193003794,0.815942158489522,6.41709086513365,0
64,0.06825901487963214,0.815942158489522,6.41709086513365,0
65,0.2648155050210624,0.815942158489522,6.41709086513365,0
66,0.1190262675416659,0.815942158489522,6.41709086513365,0
