time_index,feature_a,feature_b,pair_z_distance,pair_z_distance_CL,pair_z_distance_UCL,pair_z_distance_alarm,T2,T2_CL,T2_UCL,T2_LCL,T2_beyond_UCL
0,0.0295,-0.0124,0.8224581627689933,1.0629869359724082,3.8597403528276706,0,1.0802380616757103,1.9854974955271296,20.35379105801356,0.0,0
1,0.021,-0.0292,1.4272477955214646,1.0629869359724082,3.8597403528276706,0,1.993700998427338,1.9854974955271296,20.35379105801356,0.0,0
2,0.0174,-0.0015,0.6784500962340019,1.0629869359724082,3.8597403528276706,0,0.4319388625065374,1.9854974955271296,20.35379105801356,0.0,0
3,0.0175,0.0019,0.6462691215782117,1.0629869359724082,3.8597403528276706,0,0.46979555937508277,1.9854974955271296,20.35379105801356,0.0,0
4,0.0131,-0.0016,1.0801670804784878,1.0629869359724082,3.8597403528276706,0,1.1839305383028624,1.9854974955271296,20.35379105801356,0.0,0
5,0.0487,0.0602,3.440980866644867,1.0629869359724082,3.8597403528276706,0,8.537440801741095,1.9854974955271296,20.35379105801356,0.0,0
6,0.0224,0.0203,0.8019145718241286,1.0629869359724082,3.8597403528276706,0,0.8767601404717211,1.9854974955271296,20.35379105801356,0.0,0
7,0.0273,-0.0236,1.182340896710113,1.0629869359724082,3.8597403528276706,0,1.9295861283712386,1.9854974955271296,20.35379105801356,0.0,0
8,0.0257,-0.0274,1.3206034772055955,1.0629869359724082,3.8597403528276706,0,2.1990180116947915,1.9854974955271296,20.35379105801356,0.0,0
9,0.0177,-0.0154,1.0056173368018277,1.0629869359724082,3.8597403528276706,0,0.7395201921226421,1.9854974955271296,20.35379105801356,0.0,0
10,0.0327,-0.0247,1.439596724590253,1.0629869359724082,3.8597403528276706,0,3.2755070762294256,1.9854974955271296,20.35379105801356,0.0,0
11,0.016,-0.0139999999999999,1.071258686222992,1.0629869359724082,3.8597403528276706,0,0.8266216609361681,1.9854974955271296,20.35379105801356,0.0,0
12,0.027,0.0109,0.45099434050979453,1.0629869359724082,3.8597403528276706,0,0.15187103613004194,1.9854974955271296,20.35379105801356,0.0,0
13,0.0431,0.0918,4.313247655755286,1.0629869359724082,3.8597403528276706,1,15.45164717437147,1.9854974955271296,20.35379105801356,0.0,0
14,0.0413,0.0528,2.741000675548408,1.0629869359724082,3.8597403528276706,0,5.565731246393058,1.9854974955271296,20.35379105801356,0.0,0
15,0.0199,-0.0175,0.972663672607893,1.0629869359724082,3.8597403528276706,0,0.7779670529171537,1.9854974955271296,20.35379105801356,0.0,0
16,0.0179,-0.0197,1.1491462377767219,1.0629869359724082,3.8597403528276706,0,1.012373239149488,1.9854974955271296,20.35379105801356,0.0,0
17,0.0153,-0.0004,0.8648305980454283,1.0629869359724082,3.8597403528276706,0,0.7713682854929468,1.9854974955271296,20.35379105801356,0.0,0
18,0.0116,0.0135,1.3009495474924841,1.0629869359724082,3.8597403528276706,0,2.4886869533667144,1.9854974955271296,20.35379105801356,0.0,0
19,,,0.1376955767673583,1.0629869359724082,3.8597403528276706,0,0.01933759270732678,1.9854974955271296,20.35379105801356,0.0,0
20,0.018,-0.0278,1.4593669331977759,1.0629869359724082,3.8597403528276706,0,1.7772950896753628,1.9854974955271296,20.35379105801356,0.0,0
21,0.0274,0.0081,0.3860563605408845,1.0629869359724082,3.8597403528276706,0,0.10825545749077961,1.9854974955271296,20.35379105801356,0.0,0
22,0.0229,-0.004,0.31436799267163035,1.0629869359724082,3.8597403528276706,0,0.0819995936184276,1.9854974955271296,20.35379105801356,0.0,0
23,0.0245,-0.0236,1.1468882940917966,1.0629869359724082,3.8597403528276706,0,1.560448407312544,1.9854974955271296,20.35379105801356,0.0,0
24,0.0313,0.001,0.6725807315894814,1.0629869359724082,3.8597403528276706,0,0.5649236810351971,1.9854974955271296,20.35379105801356,0.0,0
