time_index,value,CL,UCL,LCL,beyond_UCL,below_LCL,beyond_any_limit,MR,MR_CL,MR_UCL,MR_LCL,MR_beyond_UCL,EWMA,EWMA_CL,EWMA_UCL,EWMA_LCL,EWMA_beyond_any_limit,CUSUM_CPLUS,CUSUM_CMINUS,CUSUM_H_POS,CUSUM_H_NEG,CUSUM_alarm_any
0,0.7833,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,,0.09749324758842444,0.3185104398713826,0.0,0,0.7511599655765921,0.7431249569707401,0.7929235737326009,0.6933263402088793,0,0.0,0.0,5.0,-5.0,0
1,0.6847,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.09860000000000002,0.09749324758842444,0.3185104398713826,0.0,0,0.7378679724612738,0.7431249569707401,0.8068983029664402,0.67935161097504,0,0.0,-0.20393469662176633,5.0,-5.0,0
2,0.5882,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.09650000000000003,0.09749324758842444,0.3185104398713826,0.0,0,0.707934377969019,0.7431249569707401,0.8144187688583544,0.6718311450831258,0,0.0,-1.5705522901778073,5.0,-5.0,0
3,0.8741,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.28590000000000004,0.09749324758842444,0.3185104398713826,0.0,0,0.7411675023752152,0.7431249569707401,0.8188408674784614,0.6674090464630188,0,1.0780563985010476,0.0,5.0,-5.0,0
4,0.8374,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.036699999999999955,0.09749324758842444,0.3185104398713826,0.0,0,0.7604140019001722,0.7431249569707401,0.8215402466658192,0.664709667275661,0,1.7139318403441903,0.0,5.0,-5.0,0
5,0.8139,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.023500000000000076,0.09749324758842444,0.3185104398713826,0.0,0,0.7711112015201378,0.7431249569707401,0.823220119948857,0.6630297939926232,0,2.0666668875971204,0.0,5.0,-5.0,0
6,0.8361,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.022199999999999998,0.09749324758842444,0.3185104398713826,0.0,0,0.7841089612161103,0.7431249569707401,0.824276991548987,0.6619729223924932,0,2.68687924378208,0.0,5.0,-5.0,0
7,0.7931,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.04299999999999993,0.09749324758842444,0.3185104398713826,0.0,0,0.7859071689728883,0.7431249569707401,0.82494622541456,0.6613036885269202,0,2.7890049205041003,0.0,5.0,-5.0,0
8,0.7873,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.005800000000000027,0.09749324758842444,0.3185104398713826,0.0,0,0.7861857351783107,0.7431249569707401,0.8253716773432771,0.6608782365982031,0,2.82124913813577,0.0,5.0,-5.0,0
9,0.7589,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.02839999999999998,0.09749324758842444,0.3185104398713826,0.0,0,0.7807285881426487,0.7431249569707401,0.8256428153960482,0.660607098545432,0,2.5113151767733113,0.0,5.0,-5.0,0
10,0.6888,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.07010000000000005,0.09749324758842444,0.3185104398713826,0.0,0,0.762342870514119,0.7431249569707401,0.8258158771809915,0.6604340367604887,0,1.3567794426119648,-0.15453573416134647,5.0,-5.0,0
11,0.8376,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.14880000000000004,0.09749324758842444,0.3185104398713826,0.0,0,0.7773942964112952,0.7431249569707401,0.8259264468965518,0.6603234670449284,0,1.9950645899409816,0.0,5.0,-5.0,0
12,0.7048,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.13280000000000003,0.09749324758842444,0.3185104398713826,0.0,0,0.7628754371290362,0.7431249569707401,0.8259971340937808,0.6602527798476994,0,1.0333052946495667,0.0,5.0,-5.0,0
13,0.7859999999999999,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.08119999999999994,0.09749324758842444,0.3185104398713826,0.0,0,0.767500349703229,0.7431249569707401,0.8260423422750705,0.6602075716664098,0,1.0498864266230532,0.0,5.0,-5.0,0
14,0.7527,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.033299999999999885,0.09749324758842444,0.3185104398713826,0.0,0,0.7645402797625832,0.7431249569707401,0.8260712625801343,0.6601786513613459,0,0.6652515951984963,0.0,5.0,-5.0,0
15,0.8121,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.05940000000000001,0.09749324758842444,0.3185104398713826,0.0,0,0.7740522238100667,0.7431249569707401,0.8260897662847666,0.6601601476567136,0,0.9962992930785601,0.0,5.0,-5.0,0
16,0.8568,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.04469999999999996,0.09749324758842444,0.3185104398713826,0.0,0,0.7906017790480533,0.7431249569707401,0.8261016064902456,0.6601483074512347,0,1.8659161670514948,0.0,5.0,-5.0,0
17,0.655,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.20179999999999998,0.09749324758842444,0.3185104398713826,0.0,0,0.7634814232384427,0.7431249569707401,0.8261091833351746,0.6601407306063056,0,0.30414020577741874,-0.561775961274076,5.0,-5.0,0
18,0.7527,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.09770000000000001,0.09749324758842444,0.3185104398713826,0.0,0,0.7613251385907542,0.7431249569707401,0.8261140321528931,0.6601358817885871,0,0.0,0.0,5.0,-5.0,0
19,0.8722,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.11949999999999994,0.09749324758842444,0.3185104398713826,0.0,0,0.7835001108726035,0.7431249569707401,0.8261171352475614,0.6601327786939188,0,1.0551641963852432,0.0,5.0,-5.0,0
20,0.812,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.06019999999999992,0.09749324758842444,0.3185104398713826,0.0,0,0.7892000886980829,0.7431249569707401,0.8261191211672603,0.6601307927742199,0,1.38500704152237,0.0,5.0,-5.0,0
21,0.8454,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.033399999999999985,0.09749324758842444,0.3185104398713826,0.0,0,0.8004400709584664,0.7431249569707401,0.8261203921309296,0.6601295218105506,0,2.1172707028004787,0.0,5.0,-5.0,0
22,0.83,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.01540000000000008,0.09749324758842444,0.3185104398713826,0.0,0,0.8063520567667731,0.7431249569707401,0.8261212055374637,0.6601287084040165,0,2.663987041666277,0.0,5.0,-5.0,0
23,0.8253,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.0046999999999999265,0.09749324758842444,0.3185104398713826,0.0,0,0.8101416454134185,0.7431249569707401,0.826121726113462,0.6601281878280182,0,3.1540753016140344,0.0,5.0,-5.0,0
24,0.7348,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.09050000000000002,0.09749324758842444,0.3185104398713826,0.0,0,0.7950733163307349,0.7431249569707401,0.8261220592803874,0.6601278546610928,0,2.5537718292037415,0.0,5.0,-5.0,0
25,0.6676,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.06720000000000004,0.09749324758842444,0.3185104398713826,0.0,0,0.769578653064588,0.7431249569707401,0.8261222725065178,0.6601276414349624,0,1.1438073135397357,-0.4099645156640056,5.0,-5.0,0
26,0.7931,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.12550000000000006,0.09749324758842444,0.3185104398713826,0.0,0,0.7742829224516704,0.7431249569707401,0.8261224089709538,0.6601275049705264,0,1.245932990261756,0.0,5.0,-5.0,0
27,0.7697,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.023399999999999976,0.09749324758842444,0.3185104398713826,0.0,0,0.7733663379613365,0.7431249569707401,0.826122496308075,0.6601274176334052,0,1.0661231251365015,0.0,5.0,-5.0,0
28,0.7284,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.0413,0.09749324758842444,0.3185104398713826,0.0,0,0.7643730703690692,0.7431249569707401,0.8261225522037844,0.6601273617376958,0,0.38870907717823644,0.0,5.0,-5.0,0
29,0.7304,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.0020000000000000018,0.09749324758842444,0.3185104398713826,0.0,0,0.7575784562952554,0.7431249569707401,0.8261225879770187,0.6601273259644616,0,0.0,0.0,5.0,-5.0,0
30,0.8217,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.09129999999999994,0.09749324758842444,0.3185104398713826,0.0,0,0.7704027650362044,0.7431249569707401,0.8261226108718804,0.6601273030695998,0,0.4467135612020221,0.0,5.0,-5.0,0
31,0.6848,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.13690000000000002,0.09749324758842444,0.3185104398713826,0.0,0,0.7532822120289635,0.7431249569707401,0.8261226255245887,0.6601272884168915,0,0.0,-0.20272984387882942,5.0,-5.0,0
32,0.7248,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.040000000000000036,0.09749324758842444,0.3185104398713826,0.0,0,0.7475857696231708,0.7431249569707401,0.8261226349023206,0.6601272790391596,0,0.0,0.0,5.0,-5.0,0
33,0.6955,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.029299999999999993,0.09749324758842444,0.3185104398713826,0.0,0,0.7371686156985366,0.7431249569707401,0.8261226409040685,0.6601272730374117,0,0.0,-0.07381060038456222,5.0,-5.0,0
34,0.7025,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.007000000000000006,0.09749324758842444,0.3185104398713826,0.0,0,0.7302348925588293,0.7431249569707401,0.8261226447451869,0.6601272691962933,0,0.0,-0.06328150876352934,5.0,-5.0,0
35,0.8218,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.11929999999999996,0.09749324758842444,0.3185104398713826,0.0,0,0.7485479140470634,0.7431249569707401,0.8261226472035026,0.6601272667379776,0,0.447918413944959,0.0,5.0,-5.0,0
36,0.7223,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.09949999999999992,0.09749324758842444,0.3185104398713826,0.0,0,0.7432983312376508,0.7431249569707401,0.8261226487768246,0.6601272651646556,0,0.0,0.0,5.0,-5.0,0
37,0.7527,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.030399999999999983,0.09749324758842444,0.3185104398713826,0.0,0,0.7451786649901206,0.7431249569707401,0.8261226497837506,0.6601272641577296,0,0.0,0.0,5.0,-5.0,0
38,0.7388,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.013900000000000023,0.09749324758842444,0.3185104398713826,0.0,0,0.7439029319920966,0.7431249569707401,0.8261226504281833,0.6601272635132969,0,0.0,0.0,5.0,-5.0,0
39,0.779,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.040200000000000014,0.09749324758842444,0.3185104398713826,0.0,0,0.7509223455936773,0.7431249569707401,0.8261226508406202,0.66012726310086,0,0.0,0.0,5.0,-5.0,0
40,0.8376,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.058599999999999985,0.09749324758842444,0.3185104398713826,0.0,0,0.7682578764749419,0.7431249569707401,0.8261226511045798,0.6601272628369004,0,0.6382851473290168,0.0,5.0,-5.0,0
41,0.7202,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.11740000000000006,0.09749324758842444,0.3185104398713826,0.0,0,0.7586463011799536,0.7431249569707401,0.826122651273514,0.6601272626679662,0,0.0,0.0,5.0,-5.0,0
42,0.828,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.1078,0.09749324758842444,0.3185104398713826,0.0,0,0.7725170409439629,0.7431249569707401,0.8261226513816319,0.6601272625598483,0,0.5226192840070574,0.0,5.0,-5.0,0
43,0.7287,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.09929999999999994,0.09749324758842444,0.3185104398713826,0.0,0,0.7637536327551704,0.7431249569707401,0.8261226514508273,0.6601272624906529,0,0.0,0.0,5.0,-5.0,0
44,0.8106,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.08189999999999997,0.09749324758842444,0.3185104398713826,0.0,0,0.7731229062041364,0.7431249569707401,0.8261226514951123,0.6601272624463679,0,0.31297490673600714,0.0,5.0,-5.0,0
45,0.562,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.24859999999999993,0.09749324758842444,0.3185104398713826,0.0,0,0.7308983249633092,0.7431249569707401,0.8261226515234548,0.6601272624180254,0,0.0,-1.6822890122055525,5.0,-5.0,0
46,0.7611,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.19909999999999994,0.09749324758842444,0.3185104398713826,0.0,0,0.7369386599706474,0.7431249569707401,0.826122651541594,0.6601272623998862,0,0.0,-0.9657162132233956,5.0,-5.0,0
47,0.8121,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.051000000000000045,0.09749324758842444,0.3185104398713826,0.0,0,0.751970927976518,0.7431249569707401,0.8261226515532031,0.6601272623882771,0,0.33104769788006394,0.0,5.0,-5.0,0
48,0.7423,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.06980000000000008,0.09749324758842444,0.3185104398713826,0.0,0,0.7500367423812144,0.7431249569707401,0.8261226515606328,0.6601272623808474,0,0.0,0.0,5.0,-5.0,0
49,0.7446,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.0023000000000000798,0.09749324758842444,0.3185104398713826,0.0,0,0.7489493939049716,0.7431249569707401,0.8261226515653879,0.6601272623760923,0,0.0,0.0,5.0,-5.0,0
50,0.8525,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.1079,0.09749324758842444,0.3185104398713826,0.0,0,0.7696595151239773,0.7431249569707401,0.8261226515684312,0.660127262373049,0,0.8178082060266407,0.0,5.0,-5.0,0
51,0.7987,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.05380000000000007,0.09749324758842444,0.3185104398713826,0.0,0,0.7754676120991819,0.7431249569707401,0.8261226515703789,0.6601272623711013,0,0.987405636353136,0.0,5.0,-5.0,0
52,0.7931,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.005599999999999938,0.09749324758842444,0.3185104398713826,0.0,0,0.7789940896793456,0.7431249569707401,0.8261226515716253,0.6601272623698549,0,1.089531313075156,0.0,5.0,-5.0,0
53,0.655,0.7431249569707401,0.9921180407800441,0.4941318731614362,0,0,0,0.1381,0.09749324758842444,0.3185104398713826,0.0,0,0.7541952717434766,0.7431249569707401,0.8261226515724232,0.660127262369057,0,0.0,-0.561775961274076,5.0,-5.0,0
