time_index,value,CL,UCL,LCL,beyond_UCL,below_LCL,beyond_any_limit,MR,MR_CL,MR_UCL,MR_LCL,MR_beyond_UCL,EWMA,EWMA_CL,EWMA_UCL,EWMA_LCL,EWMA_beyond_any_limit,CUSUM_CPLUS,CUSUM_CMINUS,CUSUM_H_POS,CUSUM_H_NEG,CUSUM_alarm_any
0,41.8519,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,,214.0160119601329,699.1903110737542,0.0,0,170.99883520833336,203.28556901041668,336.2111319835417,70.3600060372917,0,0.0,-0.22868001639258262,5.0,-5.0,0
1,82.2445,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,40.3926,214.0160119601329,699.1903110737542,0.0,0,153.2479681666667,203.28556901041668,373.5133478199413,33.05779020089204,0,0.0,-0.275035734449111,5.0,-5.0,0
2,32.5163,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,49.7282,214.0160119601329,699.1903110737542,0.0,0,129.10163453333337,203.28556901041668,393.5874427949748,12.983695225858611,0,0.0,-0.5458548238289751,5.0,-5.0,0
3,237.3184,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,204.8021,214.0160119601329,699.1903110737542,0.0,0,150.7449876266667,203.28556901041668,405.39118327658963,1.1799547442437301,0,0.0,0.0,5.0,-5.0,0
4,85.0788,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,152.2396,214.0160119601329,699.1903110737542,0.0,0,137.61175010133337,203.28556901041668,412.59653397685787,-6.025395956024511,0,0.0,-0.03356224205414482,5.0,-5.0,0
5,407.0618,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,321.983,214.0160119601329,699.1903110737542,0.0,0,191.50176008106672,203.28556901041668,417.0805561523962,-10.509418131562825,0,0.4198060618217564,0.0,5.0,-5.0,0
6,41.6322,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,365.4296,214.0160119601329,699.1903110737542,0.0,0,161.52784806485337,203.28556901041668,419.9016235147569,-13.33048549392359,0,0.0,-0.2296716992341038,5.0,-5.0,0
7,296.6592,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,255.027,214.0160119601329,699.1903110737542,0.0,0,188.55411845188272,203.28556901041668,421.68798414335356,-15.1168461225202,0,0.0,0.0,5.0,-5.0,0
8,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,296.6592,214.0160119601329,699.1903110737542,0.0,0,150.84329476150617,203.28556901041668,422.823626874419,-16.252488853585675,0,0.0,-0.41759130958813584,5.0,-5.0,0
9,189.4602,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,189.4602,214.0160119601329,699.1903110737542,0.0,0,158.56667580920495,203.28556901041668,423.5473654168043,-16.976227395970966,0,0.0,0.0,5.0,-5.0,0
10,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,189.4602,214.0160119601329,699.1903110737542,0.0,0,126.85334064736396,203.28556901041668,424.00931268941093,-17.438174668577574,0,0.0,-0.41759130958813584,5.0,-5.0,0
11,65.0069,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,65.0069,214.0160119601329,699.1903110737542,0.0,0,114.48405251789117,203.28556901041668,424.3044522463774,-17.733314225544063,0,0.0,-0.5417541835345443,5.0,-5.0,0
12,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,65.0069,214.0160119601329,699.1903110737542,0.0,0,91.58724201431295,203.28556901041668,424.4931349066125,-17.92199688577915,0,0.0,-0.9593454931226801,5.0,-5.0,0
13,170.8355,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,170.8355,214.0160119601329,699.1903110737542,0.0,0,107.43689361145036,203.28556901041668,424.6138073939156,-18.04266937308222,0,0.0,-0.6058187595942803,5.0,-5.0,0
14,60.1093,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,110.7262,214.0160119601329,699.1903110737542,0.0,0,97.9713748891603,203.28556901041668,424.69100326966355,-18.119865248830195,0,0.0,-0.752088442300973,5.0,-5.0,0
15,732.0755,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,671.9662000000001,214.0160119601329,699.1903110737542,0.0,0,224.79219991132828,203.28556901041668,424.74039450812097,-18.16925648728764,0,1.8868543528974686,0.0,5.0,-5.0,0
16,288.9617,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,443.1138,214.0160119601329,699.1903110737542,0.0,0,237.62609992906263,203.28556901041668,424.77199912048496,-18.200861099651604,0,1.773579655720848,0.0,5.0,-5.0,0
17,626.5487,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,337.58700000000005,214.0160119601329,699.1903110737542,0.0,0,315.41061994325014,203.28556901041668,424.7922237058899,-18.22108568505655,0,3.1841066673318155,0.0,5.0,-5.0,0
18,41.425,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,585.1237000000001,214.0160119601329,699.1903110737542,0.0,0,260.6134959546001,203.28556901041668,424.8051664715108,-18.234028450677442,0,1.9534997078120346,-0.2306069595197806,5.0,-5.0,0
19,,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,,214.0160119601329,699.1903110737542,0.0,0,260.6134959546001,203.28556901041668,424.81344944466434,-18.242311423831012,0,,,5.0,-5.0,0
20,126.6176,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,,214.0160119601329,699.1903110737542,0.0,0,233.81431676368013,203.28556901041668,424.8187503849549,-18.24761236412155,0,1.1074354867746523,-0.07667118055716293,5.0,-5.0,0
21,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,126.6176,214.0160119601329,699.1903110737542,0.0,0,187.0514534109441,203.28556901041668,424.82214292017454,-18.25100489934121,0,0.0,-0.49426249014529877,5.0,-5.0,0
22,162.0748,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,162.0748,214.0160119601329,699.1903110737542,0.0,0,182.0561227287553,203.28556901041668,424.824314115451,-18.2531760946176,0,0.0,-0.18027984341578462,5.0,-5.0,0
23,31.329,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,130.7458,214.0160119601329,699.1903110737542,0.0,0,151.91069818300426,203.28556901041668,424.82570366926075,-18.254565648427388,0,0.0,-0.4564581728399736,5.0,-5.0,0
24,62.1891,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,30.860100000000003,214.0160119601329,699.1903110737542,0.0,0,133.9663785464034,203.28556901041668,424.82659297912505,-18.255454958291693,0,0.0,-0.593340045015051,5.0,-5.0,0
25,373.6944,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,311.5053,214.0160119601329,699.1903110737542,0.0,0,181.9119828371227,203.28556901041668,424.8271621355648,-18.256024114731446,0,0.26919214263115065,0.0,5.0,-5.0,0
26,155.122,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,218.57239999999996,214.0160119601329,699.1903110737542,0.0,0,176.55398626969819,203.28556901041668,424.8275263949189,-18.25638837408553,0,0.0,0.0,5.0,-5.0,0
27,116.9022,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,38.21980000000002,214.0160119601329,699.1903110737542,0.0,0,164.62362901575855,203.28556901041668,424.82775952059114,-18.256621499757784,0,0.0,0.0,5.0,-5.0,0
28,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,116.9022,214.0160119601329,699.1903110737542,0.0,0,131.69890321260684,203.28556901041668,424.82790872089265,-18.25677070005932,0,0.0,-0.41759130958813584,5.0,-5.0,0
29,24.5051,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,24.5051,214.0160119601329,699.1903110737542,0.0,0,110.26014257008548,203.28556901041668,424.8280042090329,-18.256866188199524,0,0.0,-0.7245713893184553,5.0,-5.0,0
30,80.4366,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,55.9315,214.0160119601329,699.1903110737542,0.0,0,104.29543405606839,203.28556901041668,424.82806532142104,-18.256927300587705,0,0.0,-0.7790876144718717,5.0,-5.0,0
31,65.9979,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,14.438699999999997,214.0160119601329,699.1903110737542,0.0,0,96.63592724485471,203.28556901041668,424.8281044333406,-18.256966412507296,0,0.0,-0.8987773081909358,5.0,-5.0,0
32,362.9709,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,296.97299999999996,214.0160119601329,699.1903110737542,0.0,0,149.90292179588377,203.28556901041668,424.8281294649655,-18.256991444132154,0,0.22078836042335326,0.0,5.0,-5.0,0
33,65.2241,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,297.74679999999995,214.0160119601329,699.1903110737542,0.0,0,132.96715743670703,203.28556901041668,424.82814548520395,-18.257007464370588,0,0.0,-0.123182475616056,5.0,-5.0,0
34,53.771,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,11.453100000000006,214.0160119601329,699.1903110737542,0.0,0,117.12792594936562,203.28556901041668,424.828155738156,-18.25701771732264,0,0.0,-0.2980620051794356,5.0,-5.0,0
35,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,53.771,214.0160119601329,699.1903110737542,0.0,0,93.7023407594925,203.28556901041668,424.82816230004505,-18.257024279211663,0,0.0,-0.7156533147675714,5.0,-5.0,0
36,207.4074,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,207.4074,214.0160119601329,699.1903110737542,0.0,0,116.44335260759401,203.28556901041668,424.8281664996539,-18.25702847882056,0,0.0,-0.1970481756322946,5.0,-5.0,0
37,233.3553,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,25.947900000000004,214.0160119601329,699.1903110737542,0.0,0,139.82574208607522,203.28556901041668,424.82816918740355,-18.257031166570187,0,0.0,0.0,5.0,-5.0,0
38,71.8381,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,161.5172,214.0160119601329,699.1903110737542,0.0,0,126.22821366886019,203.28556901041668,424.8281709075633,-18.257032886729945,0,0.0,-0.09332817286766504,5.0,-5.0,0
39,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,71.8381,214.0160119601329,699.1903110737542,0.0,0,100.98257093508816,203.28556901041668,424.8281720084655,-18.257033987632155,0,0.0,-0.510919482455801,5.0,-5.0,0
40,58.0844,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,58.0844,214.0160119601329,699.1903110737542,0.0,0,92.40293674807054,203.28556901041668,424.828172713043,-18.25703469220963,0,0.0,-0.6663291678288403,5.0,-5.0,0
41,124.6596,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,66.5752,214.0160119601329,699.1903110737542,0.0,0,98.85426939845644,203.28556901041668,424.8281731639725,-18.25703514313915,0,0.0,-0.5212314180136901,5.0,-5.0,0
42,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,124.6596,214.0160119601329,699.1903110737542,0.0,0,79.08341551876515,203.28556901041668,424.8281734525674,-18.257035431734067,0,0.0,-0.938822727601826,5.0,-5.0,0
43,62.7144,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,62.7144,214.0160119601329,699.1903110737542,0.0,0,75.80961241501213,203.28556901041668,424.8281736372682,-18.257035616434848,0,0.0,-1.073333498290098,5.0,-5.0,0
44,208.1406,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,145.4262,214.0160119601329,699.1903110737542,0.0,0,102.27580993200971,203.28556901041668,424.82817375547666,-18.257035734643296,0,0.0,-0.5514188377192117,5.0,-5.0,0
45,75.2475,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,132.8931,214.0160119601329,699.1903110737542,0.0,0,96.87014794560778,203.28556901041668,424.8281738311301,-18.257035810296713,0,0.0,-0.6293576456352037,5.0,-5.0,0
46,158.8173,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,83.56979999999999,214.0160119601329,699.1903110737542,0.0,0,109.25957835648623,203.28556901041668,424.8281738795482,-18.257035858714886,0,0.0,-0.33007871695874125,5.0,-5.0,0
47,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,158.8173,214.0160119601329,699.1903110737542,0.0,0,87.407662685189,203.28556901041668,424.82817391053595,-18.257035889702593,0,0.0,-0.747670026546877,5.0,-5.0,0
48,81.8214,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,81.8214,214.0160119601329,699.1903110737542,0.0,0,86.29041014815121,203.28556901041668,424.828173930368,-18.257035909534636,0,0.0,-0.7959355352736268,5.0,-5.0,0
49,0.0,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,81.8214,214.0160119601329,699.1903110737542,0.0,0,69.03232811852097,203.28556901041668,424.8281739430605,-18.257035922227175,0,0.0,-1.2135268448617627,5.0,-5.0,0
50,37.187,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,37.187,214.0160119601329,699.1903110737542,0.0,0,62.66326249481678,203.28556901041668,424.82817395118377,-18.257035930350412,0,0.0,-1.46326330771503,5.0,-5.0,0
51,279.4297,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,242.2427,214.0160119601329,699.1903110737542,0.0,0,106.01654999585344,203.28556901041668,424.8281739563826,-18.257035935549254,0,0.0,-0.6195635890763591,5.0,-5.0,0
52,369.9888,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,90.5591,214.0160119601329,699.1903110737542,0.0,0,158.81099999668277,203.28556901041668,424.8281739597099,-18.257035938876527,0,0.252465788796189,0.0,5.0,-5.0,0
53,71.6088,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,298.38,214.0160119601329,699.1903110737542,0.0,0,141.37055999734622,203.28556901041668,424.8281739618393,-18.257035941005967,0,0.0,-0.09436318823207468,5.0,-5.0,0
54,69.4805,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,2.128299999999996,214.0160119601329,699.1903110737542,0.0,0,126.99254799787698,203.28556901041668,424.8281739632022,-18.257035942368844,0,0.0,-0.19833310651244096,5.0,-5.0,0
55,955.6364,203.28556901041668,867.9133838760417,-461.3422458552084,1,0,1,886.1559,214.0160119601329,699.1903110737542,0.0,1,292.7213183983016,203.28556901041668,424.82817396407444,-18.25703594324108,0,2.8959645420874875,0.0,5.0,-5.0,0
56,210.6113,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,745.0251,214.0160119601329,699.1903110737542,0.0,1,276.2993147186413,203.28556901041668,424.82817396463264,-18.25703594379928,0,2.4290314593563553,0.0,5.0,-5.0,0
57,162.2556,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,48.35570000000001,214.0160119601329,699.1903110737542,0.0,0,253.49057177491306,203.28556901041668,424.8281739649899,-18.25703594415654,0,1.7438302019336027,0.0,5.0,-5.0,0
58,50.3734,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,111.88219999999998,214.0160119601329,699.1903110737542,0.0,0,212.86713741993046,203.28556901041668,424.8281739652185,-18.257035944385194,0,0.5536145703112672,-0.19021563162233546,5.0,-5.0,0
59,909.7436,203.28556901041668,867.9133838760417,-461.3422458552084,1,0,1,859.3702000000001,214.0160119601329,699.1903110737542,0.0,1,352.2424299359444,203.28556901041668,424.82817396536484,-18.25703594453151,0,3.242427986730269,0.0,5.0,-5.0,0
60,601.3605,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,308.3831,214.0160119601329,699.1903110737542,0.0,0,402.0660439487556,203.28556901041668,424.8281739654586,-18.257035944625216,0,4.539260388651635,0.0,5.0,-5.0,0
61,129.7297,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,471.6308,214.0160119601329,699.1903110737542,0.0,0,347.5987751590045,203.28556901041668,424.8281739655185,-18.25703594468513,0,3.7072435784977227,0.0,5.0,-5.0,0
62,208.7668,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,79.03709999999998,214.0160119601329,699.1903110737542,0.0,0,319.8323801272036,203.28556901041668,424.82817396555686,-18.257035944723498,0,3.23198478342619,0.0,5.0,-5.0,0
63,77.4273,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,131.3395,214.0160119601329,699.1903110737542,0.0,0,271.3513641017629,203.28556901041668,424.8281739655814,-18.257035944748054,0,2.1638851664885683,-0.06809961693762145,5.0,-5.0,0
64,51.3661,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,26.0612,214.0160119601329,699.1903110737542,0.0,0,227.35431128141033,203.28556901041668,424.8281739655971,-18.257035944763743,0,0.9781503885611722,-0.2538343948650176,5.0,-5.0,0
65,96.2567,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,44.89059999999999,214.0160119601329,699.1903110737542,0.0,0,201.13478902512827,203.28556901041668,424.8281739656072,-18.257035944773833,0,0.0,-0.23694178196130933,5.0,-5.0,0
66,302.381,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,206.12429999999998,214.0160119601329,699.1903110737542,0.0,0,221.38403122010263,203.28556901041668,424.8281739656136,-18.257035944780228,0,0.0,0.0,5.0,-5.0,0
67,82.0046,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,220.3764,214.0160119601329,699.1903110737542,0.0,0,193.50814497608212,203.28556901041668,424.82817396561774,-18.257035944784377,0,0.0,-0.04743857974829424,5.0,-5.0,0
68,670.0767,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,588.0721,214.0160119601329,699.1903110737542,0.0,0,288.82185598086573,203.28556901041668,424.8281739656203,-18.257035944786963,0,1.607003892474585,0.0,5.0,-5.0,0
69,120.8218,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,549.2548999999999,214.0160119601329,699.1903110737542,0.0,0,255.22184478469262,203.28556901041668,424.828173965622,-18.25703594478867,0,0.734778563504163,0.0,5.0,-5.0,0
70,304.1518,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,183.32999999999998,214.0160119601329,699.1903110737542,0.0,0,265.0078358277541,203.28556901041668,424.8281739656231,-18.25703594478972,0,0.6900690075701092,0.0,5.0,-5.0,0
71,101.749,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,202.40279999999998,214.0160119601329,699.1903110737542,0.0,0,232.3560686622033,203.28556901041668,424.8281739656238,-18.25703594479046,0,0.0,0.0,5.0,-5.0,0
72,118.614,203.28556901041668,867.9133838760417,-461.3422458552084,0,0,0,16.86500000000001,214.0160119601329,699.1903110737542,0.0,0,209.60765492976267,203.28556901041668,424.8281739656243,-18.257035944790886,0,0.0,0.0,5.0,-5.0,0
