time_index,T2,T2_CL,T2_UCL,T2_LCL,T2_beyond_UCL
0,7.051778569332173,9.75270555615506,57.510013604897466,0.0,0
1,8.638371012283834,9.75270555615506,57.510013604897466,0.0,0
2,9.256512890674026,9.75270555615506,57.510013604897466,0.0,0
3,7.5442263568763615,9.75270555615506,57.510013604897466,0.0,0
4,9.592289867525563,9.75270555615506,57.510013604897466,0.0,0
5,12.463844775481961,9.75270555615506,57.510013604897466,0.0,0
6,4.433362876471054,9.75270555615506,57.510013604897466,0.0,0
7,5.9907310791772375,9.75270555615506,57.510013604897466,0.0,0
8,15.147855884684677,9.75270555615506,57.510013604897466,0.0,0
9,12.365155646396063,9.75270555615506,57.510013604897466,0.0,0
10,12.527211950977335,9.75270555615506,57.510013604897466,0.0,0
11,14.086223590326453,9.75270555615506,57.510013604897466,0.0,0
12,6.971847479243608,9.75270555615506,57.510013604897466,0.0,0
13,12.68955831097664,9.75270555615506,57.510013604897466,0.0,0
14,4.938943362273038,9.75270555615506,57.510013604897466,0.0,0
15,10.306755223067341,9.75270555615506,57.510013604897466,0.0,0
16,7.900560690745162,9.75270555615506,57.510013604897466,0.0,0
17,4.666828512139239,9.75270555615506,57.510013604897466,0.0,0
18,4.785855234426241,9.75270555615506,57.510013604897466,0.0,0
19,7.909744816830034,9.75270555615506,57.510013604897466,0.0,0
20,7.70510094875345,9.75270555615506,57.510013604897466,0.0,0
21,6.7580270732086225,9.75270555615506,57.510013604897466,0.0,0
22,16.677622596181923,9.75270555615506,57.510013604897466,0.0,0
23,4.247441109176501,9.75270555615506,57.510013604897466,0.0,0
24,4.598749812800515,9.75270555615506,57.510013604897466,0.0,0
25,5.776720317785814,9.75270555615506,57.510013604897466,0.0,0
26,23.383685218398504,9.75270555615506,57.510013604897466,0.0,0
27,8.669317645258875,9.75270555615506,57.510013604897466,0.0,0
28,1.7037319558062627,9.75270555615506,57.510013604897466,0.0,0
29,10.80640897460491,9.75270555615506,57.510013604897466,0.0,0
30,19.01277872862327,9.75270555615506,57.510013604897466,0.0,0
31,5.727948097375106,9.75270555615506,57.510013604897466,0.0,0
32,1.4527074450183246,9.75270555615506,57.510013604897466,0.0,0
33,13.255283126800727,9.75270555615506,57.510013604897466,0.0,0
34,5.28222565430725,9.75270555615506,57.510013604897466,0.0,0
35,7.0162104110297525,9.75270555615506,57.510013604897466,0.0,0
36,2.0174353602045265,9.75270555615506,57.510013604897466,0.0,0
37,3.949884839665325,9.75270555615506,57.510013604897466,0.0,0
38,16.910652818729368,9.75270555615506,57.510013604897466,0.0,0
39,9.604239043951624,9.75270555615506,57.510013604897466,0.0,0
40,7.530411829642765,9.75270555615506,57.510013604897466,0.0,0
41,1.433760038572241,9.75270555615506,57.510013604897466,0.0,0
42,9.494638723014013,9.75270555615506,57.510013604897466,0.0,0
43,10.846611999575497,9.75270555615506,57.510013604897466,0.0,0
44,5.904252152638318,9.75270555615506,57.510013604897466,0.0,0
45,8.78224204043136,9.75270555615506,57.510013604897466,0.0,0
46,4.218471138551896,9.75270555615506,57.510013604897466,0.0,0
47,4.636175052826704,9.75270555615506,57.510013604897466,0.0,0
48,7.683916125128389,9.75270555615506,57.510013604897466,0.0,0
49,9.11091045149375,9.75270555615506,57.510013604897466,0.0,0
50,12.435850935993445,9.75270555615506,57.510013604897466,0.0,0
51,1.2099199833840142,9.75270555615506,57.510013604897466,0.0,0
52,7.809008633140086,9.75270555615506,57.510013604897466,0.0,0
53,6.586761262744282,9.75270555615506,57.510013604897466,0.0,0
54,7.32674641164649,9.75270555615506,57.510013604897466,0.0,0
55,3.3668963728780246,9.75270555615506,57.510013604897466,0.0,0
56,4.565867625163464,9.75270555615506,57.510013604897466,0.0,0
57,12.143888563877203,9.75270555615506,57.510013604897466,0.0,0
58,11.512584924343635,9.75270555615506,57.510013604897466,0.0,0
59,4.74888075199812,9.75270555615506,57.510013604897466,0.0,0
