time_index,T2,T2_CL,T2_UCL,T2_LCL,T2_beyond_UCL
0,4.525244993008669,9.988991048122859,92.51575537589189,0.0,0
1,2.927722385124751,9.988991048122859,92.51575537589189,0.0,0
2,8.518074269374804,9.988991048122859,92.51575537589189,0.0,0
3,7.016978166213912,9.988991048122859,92.51575537589189,0.0,0
4,9.310772463239502,9.988991048122859,92.51575537589189,0.0,0
5,5.208464992738817,9.988991048122859,92.51575537589189,0.0,0
6,12.01249421768236,9.988991048122859,92.51575537589189,0.0,0
7,6.165436857364569,9.988991048122859,92.51575537589189,0.0,0
8,8.874466637774326,9.988991048122859,92.51575537589189,0.0,0
9,8.71314456804669,9.988991048122859,92.51575537589189,0.0,0
10,2.6958410975833957,9.988991048122859,92.51575537589189,0.0,0
11,4.595892899939537,9.988991048122859,92.51575537589189,0.0,0
12,4.665565270143565,9.988991048122859,92.51575537589189,0.0,0
13,12.419086349152915,9.988991048122859,92.51575537589189,0.0,0
14,5.919825759294442,9.988991048122859,92.51575537589189,0.0,0
15,18.38460849446298,9.988991048122859,92.51575537589189,0.0,0
16,6.651213864913778,9.988991048122859,92.51575537589189,0.0,0
17,2.5589256802888714,9.988991048122859,92.51575537589189,0.0,0
18,3.559119155228856,9.988991048122859,92.51575537589189,0.0,0
19,7.763845447183279,9.988991048122859,92.51575537589189,0.0,0
20,3.899693446388822,9.988991048122859,92.51575537589189,0.0,0
21,6.6022879773777,9.988991048122859,92.51575537589189,0.0,0
22,2.899644025947156,9.988991048122859,92.51575537589189,0.0,0
23,10.895011180004742,9.988991048122859,92.51575537589189,0.0,0
24,4.420005936965577,9.988991048122859,92.51575537589189,0.0,0
25,6.426994165866643,9.988991048122859,92.51575537589189,0.0,0
26,74.59553845368353,9.988991048122859,92.51575537589189,0.0,0
27,2.2300724762993656,9.988991048122859,92.51575537589189,0.0,0
28,2.6388752671812385,9.988991048122859,92.51575537589189,0.0,0
29,6.185581705728317,9.988991048122859,92.51575537589189,0.0,0
30,6.05738197833892,9.988991048122859,92.51575537589189,0.0,0
31,14.0000526933568,9.988991048122859,92.51575537589189,0.0,0
32,6.265476799828459,9.988991048122859,92.51575537589189,0.0,0
33,7.284063651517254,9.988991048122859,92.51575537589189,0.0,0
34,56.522099458935884,9.988991048122859,92.51575537589189,0.0,0
35,11.869273663994958,9.988991048122859,92.51575537589189,0.0,0
36,4.25876538416838,9.988991048122859,92.51575537589189,0.0,0
37,4.3406631305396575,9.988991048122859,92.51575537589189,0.0,0
38,15.072432949385236,9.988991048122859,92.51575537589189,0.0,0
39,75.17712441993856,9.988991048122859,92.51575537589189,0.0,0
40,9.80198161051897,9.988991048122859,92.51575537589189,0.0,0
41,13.053513751497253,9.988991048122859,92.51575537589189,0.0,0
42,2.927180485129284,9.988991048122859,92.51575537589189,0.0,0
43,9.84446455491131,9.988991048122859,92.51575537589189,0.0,0
44,4.841774851150817,9.988991048122859,92.51575537589189,0.0,0
45,8.241107181406967,9.988991048122859,92.51575537589189,0.0,0
46,8.798465154110191,9.988991048122859,92.51575537589189,0.0,0
47,5.962482582917454,9.988991048122859,92.51575537589189,0.0,0
48,6.711586252206144,9.988991048122859,92.51575537589189,0.0,0
49,5.683083908573175,9.988991048122859,92.51575537589189,0.0,0
50,5.178441477897176,9.988991048122859,92.51575537589189,0.0,0
51,6.478219613669964,9.988991048122859,92.51575537589189,0.0,0
52,3.0907996549670083,9.988991048122859,92.51575537589189,0.0,0
53,7.538165332655388,9.988991048122859,92.51575537589189,0.0,0
54,6.053444172895438,9.988991048122859,92.51575537589189,0.0,0
55,10.566887231585726,9.988991048122859,92.51575537589189,0.0,0
56,8.36797140154177,9.988991048122859,92.51575537589189,0.0,0
57,7.908473177359989,9.988991048122859,92.51575537589189,0.0,0
