time_index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PCA_T2,PCA_T2_CL,PCA_T2_UCL,PCA_T2_beyond_UCL
0,0.8064330120026999,-0.4885141519702187,0.8569230345298862,0.15920616649827984,-0.046731472331008786,1.1918245579720381,-0.7139875885976495,0.6237930369394028,3.7451419467192215,7.993162393162396,71.1698444045556,0
1,0.5461814014593022,-0.3651387067362568,-0.017370694344725775,0.2228602498081301,-0.892253517283285,0.6249465205766859,-0.24223211235971684,-0.9780986286201367,2.760716450194802,7.993162393162396,71.1698444045556,0
2,-0.013681847027161718,-1.2390864648380635,-1.2063503307297831,-0.8459378628306259,-0.48468238884647447,-0.7814354932699841,0.6389891514518039,0.6664212991080314,5.1770779886810026,7.993162393162396,71.1698444045556,0
3,-0.38091355242884684,0.930099949361465,1.0432826750984152,-0.5380507296337698,-1.1627474008786187,-0.05033106020521485,-1.5428978541872083,0.24650934520930187,6.117481469684337,7.993162393162396,71.1698444045556,0
4,0.32397235266161917,1.258204148189788,-1.4651842011327938,1.2198851327006925,0.4711088630540039,0.8761994225436537,1.3166882306602237,0.7065800449398075,8.318787170498236,7.993162393162396,71.1698444045556,0
5,-0.31156955412366694,0.13337239957789218,0.9901894472320328,0.27207326196464254,-1.212635737287966,-0.23950529815516702,-1.4045138587533268,0.14545040200386106,4.765806861611242,7.993162393162396,71.1698444045556,0
6,0.50330474447559,2.389443928488753,-0.17955047224845447,-0.8332055011558532,1.7158833279862349,1.5007317576030919,0.38646792052062684,0.6009549847985357,11.529139294970754,7.993162393162396,71.1698444045556,0
7,0.5854920556896631,-0.07773725949421559,0.9048353635871051,-1.852008608635884,-0.9690171270622223,-0.866360076053377,-0.004576478174132595,0.19057304085969998,5.92788974911889,7.993162393162396,71.1698444045556,0
8,0.7655821013975466,0.6471929898685579,0.9246225480356686,-1.3004144882488258,-1.274647541580078,-0.8245883605691295,-1.1723934808266265,1.091647472217924,8.343032890922956,7.993162393162396,71.1698444045556,0
9,0.27217395210068707,-0.6270535155875223,1.286558797943841,0.8331665367854627,1.0237321284301228,-0.20814608345241692,0.03543450747917533,1.9019191511042517,8.139244221028463,7.993162393162396,71.1698444045556,0
10,0.6020695744694544,0.5483256969925792,0.42299397769213964,0.49405434784772634,-0.3178665044456414,0.3924098492310996,0.37283301570919786,-0.8796829919521897,2.1820786185068357,7.993162393162396,71.1698444045556,0
11,-0.3631558647780767,-0.37381820906790675,0.5435055067009317,-0.3731079308276614,-0.47259621183584233,-1.3358655234207077,-0.3393133223223551,-0.8097012598371212,3.671653199569638,7.993162393162396,71.1698444045556,0
12,0.04682692363236706,0.06508272791315295,1.1236668395979612,-0.7093779143184938,0.01857867407863954,-0.9288534643555172,-0.6465437109102582,1.0519511523403486,4.409230436574595,7.993162393162396,71.1698444045556,0
13,-0.15067795111971796,-0.9283269936006561,-1.1021588527719781,1.1063220361780197,-1.706445760888805,-1.4544306779839646,-0.6134135494987013,1.7293533924704072,12.34552511687697,7.993162393162396,71.1698444045556,0
14,0.17501518936677699,1.714446520024925,-1.383786933380227,0.0710138354130416,0.6980483627684559,0.26950989207583187,0.46150819200549315,0.7890247764605741,5.775688392496564,7.993162393162396,71.1698444045556,0
15,-0.10143367906228572,2.6598182731660445,2.2406248480021254,0.5280581082372915,0.11262302610286173,-1.194583181716394,-1.189132514312223,-0.916493800139521,14.875429112190405,7.993162393162396,71.1698444045556,0
16,1.0123458265872076,0.2583269918219544,-0.11307096168086324,-0.6098935715581207,-0.9350351180084934,-1.3945587767400591,0.21585650992977795,-1.3527075966925888,6.156704810166786,7.993162393162396,71.1698444045556,0
17,0.24484347955850655,-0.36846883118086077,-0.42804868115232403,-0.4281352393811259,-0.1754434734577355,-0.6955580448741001,-0.8259223880743034,0.6114358692000487,2.258709739084149,7.993162393162396,71.1698444045556,0
18,0.3802597827752975,0.7439746363342118,1.3516436641753253,0.6653214957736158,0.7574697572410344,-0.4621333922264588,-0.16738608010040554,-0.09485042243363533,3.43802970885572,7.993162393162396,71.1698444045556,0
