time_index,PC1,PC2,PCA_T2,PCA_T2_CL,PCA_T2_UCL,PCA_T2_beyond_UCL
0,0.3184201655919583,1.3467760030324587,2.0024523224628816,1.9982905982905974,29.480887284157742,0
1,-0.6393136204592722,0.12951600900455465,0.4075392555465432,1.9982905982905974,29.480887284157742,0
2,-0.2492493562754724,0.839088578558784,0.7990173551611363,1.9982905982905974,29.480887284157742,0
3,0.5735334026397526,0.34599881630281765,0.4395866753227582,1.9982905982905974,29.480887284157742,0
4,-1.2846502921165268,-0.5340313034945443,1.8740297633225373,1.9982905982905974,29.480887284157742,0
5,-0.22092369284499622,-1.5390753954623309,2.535359162058989,1.9982905982905974,29.480887284157742,0
6,-0.40561355120383685,0.6241538791495356,0.5662626917811674,1.9982905982905974,29.480887284157742,0
7,0.5995200345227448,-0.009284705315132966,0.34297610752881674,1.9982905982905974,29.480887284157742,0
8,-0.8546453688955187,0.4426128146088384,0.9026431481781487,1.9982905982905974,29.480887284157742,0
9,0.00400647695385665,0.08396527224101209,0.0074227714787353655,1.9982905982905974,29.480887284157742,0
10,-0.6688638860852788,0.6283942974190783,0.8416842239753846,1.9982905982905974,29.480887284157742,0
11,-0.5738555934015406,0.30572721765046607,0.4123631854026296,1.9982905982905974,29.480887284157742,0
12,-0.4669373784530964,0.8303208050512607,0.9323699375991141,1.9982905982905974,29.480887284157742,0
13,-1.7063377727681954,-1.506713549513958,5.162848353184808,1.9982905982905974,29.480887284157742,0
14,-0.40347045369838724,0.5075798924017856,0.4259917750156722,1.9982905982905974,29.480887284157742,0
15,1.642090300803096,-1.7643046221434115,5.842905286999832,1.9982905982905974,29.480887284157742,0
16,0.8962102213052651,0.3368626341612085,0.8854614640205013,1.9982905982905974,29.480887284157742,0
17,1.849025924811672,-0.8793495033780528,4.07402085534983,1.9982905982905974,29.480887284157742,0
18,-0.34166241497473493,0.6894362946301034,0.6107727734282187,1.9982905982905974,29.480887284157742,0
19,-0.33397069273165286,0.2492251523047777,0.1716651015172494,1.9982905982905974,29.480887284157742,0
20,-0.07958169556614289,0.40414664358288066,0.1776538687571392,1.9982905982905974,29.480887284157742,0
21,-0.5693676949517812,0.7278904885525759,0.8659378348081722,1.9982905982905974,29.480887284157742,0
22,0.9611797329376334,1.2170922676702414,2.4377394127089747,1.9982905982905974,29.480887284157742,0
23,-0.555344543117964,0.540621904531281,0.6013002607481663,1.9982905982905974,29.480887284157742,0
24,0.03379389776252172,0.9314813356233168,0.9127184634374588,1.9982905982905974,29.480887284157742,0
25,0.7808493369303714,-0.3229137204390499,0.6912271214269095,1.9982905982905974,29.480887284157742,0
26,0.07247700804445048,0.3730619287789552,0.15123958780992014,1.9982905982905974,29.480887284157742,0
27,-0.35419323907620437,0.19195744775473553,0.1583952396019728,1.9982905982905974,29.480887284157742,0
28,-0.49041038137459386,0.8068478021297633,0.9134309361008328,1.9982905982905974,29.480887284157742,0
29,-0.14435111187415903,0.995459527300564,1.06103735146932,1.9982905982905974,29.480887284157742,0
30,-0.3343023479498173,0.4461432069904838,0.31574654908340505,1.9982905982905974,29.480887284157742,0
31,-0.3430791905992489,0.5301363533764891,0.407574713730799,1.9982905982905974,29.480887284157742,0
32,0.7572705294848958,-0.27759304403753726,0.6280342949454126,1.9982905982905974,29.480887284157742,0
33,0.34382236613046857,1.2220096470018842,1.6817603070229539,1.9982905982905974,29.480887284157742,0
34,-0.6915054586545902,0.2602690538527598,0.527349516162882,1.9982905982905974,29.480887284157742,0
35,-0.41059483612808934,0.8866633473762677,0.9868444546553543,1.9982905982905974,29.480887284157742,0
36,0.41555488632193466,0.38020125409021394,0.31661851520939976,1.9982905982905974,29.480887284157742,0
37,0.44330470953010526,0.24123340891462305,0.2486190480679987,1.9982905982905974,29.480887284157742,0
38,-2.3039129781700067,-1.4682212618217394,7.328688999328584,1.9982905982905974,29.480887284157742,0
39,0.29319914459253593,1.590457328096893,2.739758395238649,1.9982905982905974,29.480887284157742,0
40,-0.09182099035696842,0.8322395263816866,0.7357667888493891,1.9982905982905974,29.480887284157742,0
41,0.039899422251287266,0.5362080933229483,0.3036088434781858,1.9982905982905974,29.480887284157742,0
42,-0.23347635845856465,1.0637818250457924,1.2409839799024607,1.9982905982905974,29.480887284157742,0
43,-0.83335708409642,0.06095525245744895,0.6664315143126458,1.9982905982905974,29.480887284157742,0
44,-0.21506120433476936,-0.25512571468992107,0.11251083315969665,1.9982905982905974,29.480887284157742,0
45,-0.20299729528609142,0.6107887092863639,0.4312808214575649,1.9982905982905974,29.480887284157742,0
46,0.2047795065783038,0.48162178147331824,0.28371992589962514,1.9982905982905974,29.480887284157742,0
47,-0.43906318748381806,0.8581949960205391,0.9577292000966666,1.9982905982905974,29.480887284157742,0
48,-1.7057603564278574,-0.9342122701527599,3.6927159557064075,1.9982905982905974,29.480887284157742,0
49,0.14569332717116298,1.4429515106755202,2.2078768686654655,1.9982905982905974,29.480887284157742,0
50,-0.49704678918871387,0.5612814641792182,0.5666898199175031,1.9982905982905974,29.480887284157742,0
51,0.40540000620842254,-0.09270359529386689,0.16581620020867488,1.9982905982905974,29.480887284157742,0
52,0.44992480913873695,-0.6300294239341958,0.6101707227314557,1.9982905982905974,29.480887284157742,0
53,-0.05011169634306393,0.7870532938100354,0.6532414100227013,1.9982905982905974,29.480887284157742,0
54,-0.08208707803212162,0.7687524373666106,0.627358485509788,1.9982905982905974,29.480887284157742,0
55,2.4426436415394055,-2.4001508355049386,11.744630308082414,1.9982905982905974,29.480887284157742,0
56,0.4224513138028792,0.36651232638886116,0.3113921065695583,1.9982905982905974,29.480887284157742,0
57,-1.8688048490859868,-1.614053971151955,6.068925092004481,1.9982905982905974,29.480887284157742,0
58,-0.1316670051446875,0.8419374030421075,0.7613209047439564,1.9982905982905974,29.480887284157742,0
59,2.3068813731724878,-2.241047599857956,10.353642340801702,1.9982905982905974,29.480887284157742,0
60,0.8033819127158749,-1.7631569901757,3.8819913946263678,1.9982905982905974,29.480887284157742,0
61,-0.163277887963517,0.3004549195325749,0.12028099599683716,1.9982905982905974,29.480887284157742,0
62,-1.9149082373731585,-1.9589961409101058,7.530296806044239,1.9982905982905974,29.480887284157742,0
63,-1.47647623714212,-0.6766956501002904,2.5607947404748597,1.9982905982905974,29.480887284157742,0
64,0.5128925532986903,1.4801187717512654,2.552729645241455,1.9982905982905974,29.480887284157742,0
65,0.12716597372732494,0.8059659162828879,0.6979278730940024,1.9982905982905974,29.480887284157742,0
66,-1.34982558144625,-1.9953934179107604,5.9215651052514415,1.9982905982905974,29.480887284157742,0
67,-0.2112325469783646,0.5591384622751665,0.3710457662362502,1.9982905982905974,29.480887284157742,0
68,1.3770965083173756,-1.6309503641668146,4.603936711296048,1.9982905982905974,29.480887284157742,0
69,-0.08392645241558541,0.43704044023559463,0.2074036834388687,1.9982905982905974,29.480887284157742,0
70,0.6379969156438409,-0.018948475350090713,0.388687547821373,1.9982905982905974,29.480887284157742,0
71,-1.234294696829762,-0.5907832920774173,1.820093954087116,1.9982905982905974,29.480887284157742,0
72,0.16464590121391276,0.6997981139972679,0.5403964011456194,1.9982905982905974,29.480887284157742,0
73,1.3270296827676733,-1.0116632177707974,2.7553057578105067,1.9982905982905974,29.480887284157742,0
74,0.4360697918922811,0.9683853261547761,1.1667017305090381,1.9982905982905974,29.480887284157742,0
75,-0.10886140097602334,0.7515148798327045,0.6047019932295826,1.9982905982905974,29.480887284157742,0
76,-0.5280850915790244,0.0551107534574062,0.26923272967156503,1.9982905982905974,29.480887284157742,0
77,-1.7315409540080966,-1.4122943509092913,4.9559289981138175,1.9982905982905974,29.480887284157742,0
78,-0.5484253751577576,0.7488328083465995,0.8760991100999709,1.9982905982905974,29.480887284157742,0
79,0.0899926217962393,1.0365274710334613,1.1365635569670007,1.9982905982905974,29.480887284157742,0
80,1.2104619011515576,-0.9241726185236868,2.2951759089797172,1.9982905982905974,29.480887284157742,0
81,0.8219890736375856,0.020991814527250876,0.6450385703595886,1.9982905982905974,29.480887284157742,0
82,-0.46280759700159546,0.8344505865027616,0.935930536761693,1.9982905982905974,29.480887284157742,0
83,0.6436779654583493,0.23090345288955325,0.45127491794779817,1.9982905982905974,29.480887284157742,0
84,0.30515270474505524,0.05862682877740932,0.09244467637090711,1.9982905982905974,29.480887284157742,0
85,-0.21766835219757005,0.6218507919986622,0.4514950361111323,1.9982905982905974,29.480887284157742,0
86,-0.028660238319611935,0.7609365764559356,0.6091521293648805,1.9982905982905974,29.480887284157742,0
87,1.516040186862248,-0.5897154676992691,2.5580075512592,1.9982905982905974,29.480887284157742,0
88,-1.2903593333880463,-0.9495012877688204,2.5356537240272288,1.9982905982905974,29.480887284157742,0
89,0.039552659137305705,0.07561843219284828,0.007500361061332847,1.9982905982905974,29.480887284157742,0
90,0.884815478410383,-1.2116263614652014,2.2893100312399595,1.9982905982905974,29.480887284157742,0
91,-0.5618343280766631,0.7354238554276941,0.869390546376669,1.9982905982905974,29.480887284157742,0
92,-1.013428984877421,-0.5770510104562162,1.3296427894015372,1.9982905982905974,29.480887284157742,0
93,-0.3105637076308721,0.27263213740555853,0.17010684556572342,1.9982905982905974,29.480887284157742,0
94,-0.20860101819075033,0.9786248791502073,1.0477538017199657,1.9982905982905974,29.480887284157742,0
95,0.7099590093397228,0.17101880230428776,0.5115781930764016,1.9982905982905974,29.480887284157742,0
96,-0.5275219241758737,-0.06349227738722521,0.2697100533312162,1.9982905982905974,29.480887284157742,0
97,-0.529871062695683,0.1962676794204563,0.30831733529577066,1.9982905982905974,29.480887284157742,0
98,0.27676394766441365,-0.41511595851325883,0.2541278763433038,1.9982905982905974,29.480887284157742,0
99,0.7625156782733774,-0.6393344246962624,0.98413915802843,1.9982905982905974,29.480887284157742,0
100,-0.4098979021159263,0.5086672326546838,0.43214010596411034,1.9982905982905974,29.480887284157742,0
101,0.13250067268492713,0.8322464181351775,0.7444842774606741,1.9982905982905974,29.480887284157742,0
102,0.6488877585805529,0.12939566528190616,0.41927241960035916,1.9982905982905974,29.480887284157742,0
103,-0.14060307477175715,-0.773561023886233,0.6475820058413847,1.9982905982905974,29.480887284157742,0
104,-2.271610505320043,-1.455983711628162,7.150090619370255,1.9982905982905974,29.480887284157742,0
105,0.34392894505686744,-0.0014951735661396135,0.11284654193721953,1.9982905982905974,29.480887284157742,0
106,-0.2692305864136631,0.7753152001477065,0.7007268885200338,1.9982905982905974,29.480887284157742,0
107,-0.18636268356850924,0.7028487717221412,0.5521642679628802,1.9982905982905974,29.480887284157742,0
108,-0.09737015859637087,0.48582568644005975,0.25703273827674905,1.9982905982905974,29.480887284157742,0
109,-1.415546673418848,-0.4324761758440951,2.1080840538355514,1.9982905982905974,29.480887284157742,0
110,0.08473633948662154,0.5604551578109466,0.336878432067039,1.9982905982905974,29.480887284157742,0
111,0.38187858411517045,0.13154134303184092,0.15730091639940488,1.9982905982905974,29.480887284157742,0
112,-0.5056042395806846,0.2194750047141866,0.294483113451509,1.9982905982905974,29.480887284157742,0
113,-0.36339769430141383,0.6100762844992577,0.5170365313107828,1.9982905982905974,29.480887284157742,0
114,1.35956799772114,-1.606761388991604,4.4758884523247975,1.9982905982905974,29.480887284157742,0
115,0.058351147740950834,-0.021330485512557673,0.0037262313404722663,1.9982905982905974,29.480887284157742,0
116,-0.08567156704728374,0.5250635112306222,0.29666519754144427,1.9982905982905974,29.480887284157742,0
117,-0.20094230615922595,0.16301073593391235,0.06643899670900678,1.9982905982905974,29.480887284157742,0
118,0.05985688613357434,0.5029150296558855,0.26915927472923384,1.9982905982905974,29.480887284157742,0
119,1.2232997448582115,-0.5338322957999686,1.7270223576748613,1.9982905982905974,29.480887284157742,0
120,1.6646330215975758,-0.42381407516700836,2.832217837522932,1.9982905982905974,29.480887284157742,0
121,0.0741373448276603,1.3713955283320174,1.9812813295202638,1.9982905982905974,29.480887284157742,0
122,-0.4989486861872886,0.7983094973170685,0.9070897936559429,1.9982905982905974,29.480887284157742,0
123,0.9903251155524392,-0.14308974560808135,0.9571276677256532,1.9982905982905974,29.480887284157742,0
124,-1.3119293263799996,-0.25201150502551956,1.7086886307490956,1.9982905982905974,29.480887284157742,0
