time_index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PCA_T2,PCA_T2_CL,PCA_T2_UCL,PCA_T2_beyond_UCL
0,-0.1893318668490118,0.0005166814353400244,1.4842977425789232,-0.3837231173788833,0.7289704734494425,-1.735201200182682,0.16189777900453772,0.7848107247583783,6.441886943651149,7.993162393162389,72.09991106585109,0
1,0.8043549177470755,-0.6719362421357371,-1.8724919603675951,-0.05336798726977299,-1.9940685694028522,-0.2686865674668948,-1.1232841620709701,-0.4097551383133504,8.813398174575534,7.993162393162389,72.09991106585109,0
2,3.4932324671512496,1.1484070322367794,0.3598657266587887,0.7682149305189756,-0.33282415888459893,0.14380403710978087,0.9294095218094188,0.7207156133298264,9.294078477574379,7.993162393162389,72.09991106585109,0
3,-2.059141369657529,-1.373722496551093,0.9986483073526712,-1.7566510959380977,-0.44182002045075147,-0.5681198686759846,0.1167849134773764,0.3167555601227671,7.464401992270109,7.993162393162389,72.09991106585109,0
4,-1.8230547519042877,1.5487593297354898,0.2849986705883815,-0.008819493673692634,-0.31498837310789113,-0.8141278590993053,0.817012872277987,0.2036340605001668,4.871625264586616,7.993162393162389,72.09991106585109,0
5,-1.605848565605742,-0.4479199222282567,0.3160346464560531,0.7848174869908692,-0.3334872801691557,0.279387195207019,-0.06575059387207834,-0.3287977736431277,2.36809574000199,7.993162393162389,72.09991106585109,0
6,-1.558226923642787,-1.066809945159926,-0.159889785698066,0.0053209693339488755,0.7304793049361782,0.3219190391312842,-0.671824128078148,-0.8858155043670898,4.339875328612948,7.993162393162389,72.09991106585109,0
7,-0.1781111518526133,-0.7565177381739764,1.053922865420014,-0.5259110017710948,-1.6349785776090817,0.42446270153383253,0.34384719216428467,0.9836219884980666,5.965972410265225,7.993162393162389,72.09991106585109,0
8,-0.1404195935896235,-1.0194933719523938,-1.2254548866080202,-3.2558258243082485,-0.6862554232365206,0.40564279952636406,1.2967059187521057,-0.22591384782590143,13.921667265174063,7.993162393162389,72.09991106585109,0
9,-1.492503924290614,0.31588672100420634,-0.4917019921423686,0.7269476566008946,0.7158262694492346,-0.643639943771436,-0.31081219574893537,1.1733121883119613,5.029932430212053,7.993162393162389,72.09991106585109,0
10,0.5847089225850335,-0.43968826554647833,-0.18225963641346188,0.9886731917448217,2.0780330973571512,2.006883088046329,-0.3448702282911247,-1.2336571801716418,12.44651337050132,7.993162393162389,72.09991106585109,0
11,-0.19778736388676088,-2.287056700654957,-0.005176931947206914,0.4788672456732206,0.7194120161273587,2.910658082016304,0.2426905914914093,0.6717452155066348,14.097920739444627,7.993162393162389,72.09991106585109,0
12,0.4797746892397981,-0.6149638474028454,-0.17350194428949817,-1.8614654320596213,-1.6217234824358657,-0.37648108836022653,-0.1894365533960083,-0.4211153702374319,6.639915867776221,7.993162393162389,72.09991106585109,0
13,-1.9558064219948181,1.4907173494085402,-1.654948052741711,1.7517441892737933,-0.9869213616242388,0.42012109804251624,-0.9881987780792746,-0.34271257330340393,10.41429148396423,7.993162393162389,72.09991106585109,0
14,-0.006959765637654929,-0.28523131046568484,-0.29566336687495154,-0.11925428835983258,0.4029345514805245,0.541839570820144,-0.7890201765844346,-0.10020786030039006,1.3303195138703179,7.993162393162389,72.09991106585109,0
15,-0.4790890283094581,-1.3054820294685743,0.37608239246403613,-1.7952312482837425,-0.85813371208849,1.8989527469101348,1.1268894726027388,0.6860381242839346,11.05084651161418,7.993162393162389,72.09991106585109,0
16,-0.577630497275173,-1.7442640214399914,1.323123513002853,0.3941461228265555,-1.3220764532827196,-0.8030709928881367,0.9800154483096076,0.6640053863953347,7.754533591658027,7.993162393162389,72.09991106585109,0
17,1.9008481219346043,-0.9461003728002887,0.18649915733158812,-0.27007889957995396,1.1631256974792512,-0.12006046295817012,0.14649434247452006,-0.5225578394692462,4.257654250925488,7.993162393162389,72.09991106585109,0
18,0.1806405189991115,-0.7377284239177443,-0.17775267854710458,-0.5060220693367339,-0.7084326400242523,-0.3855654999192341,1.3021864067057447,-0.2754306138297076,3.3420645521723307,7.993162393162389,72.09991106585109,0
19,-1.9717706994658786,-1.826136562310597,-0.6186313798314146,-0.08402377150244209,-0.024562859737266136,0.16394112538686906,1.351868203652646,-0.5517986215846522,6.921625735663476,7.993162393162389,72.09991106585109,0
20,-0.685384617517149,-0.6348837860473926,0.5961222617388156,0.12123768518812349,0.653746777831961,1.1736679690559486,-0.9551012095287056,1.4415492954717208,6.986415110798317,7.993162393162389,72.09991106585109,0
21,-0.15567863556983091,-2.0284334668717814,-0.6629821982020188,1.2387349273292874,-0.8976368426396127,-0.19905295072201018,0.6561399419852563,1.0881534496637797,7.624352682996275,7.993162393162389,72.09991106585109,0
22,-1.8697735909332807,0.5308122810018313,3.0905478455924356,1.732934199877548,-0.5272070763904475,-1.9431126024470171,-0.9426200789664713,-0.5434421528796421,16.93386343017535,7.993162393162389,72.09991106585109,0
23,-1.3962185221749497,-0.6592161576580823,-0.3158973947100352,1.2143962734873326,0.9144217435795815,0.5953068856883511,-0.4502541387020177,-0.26471037208235537,4.190481262942301,7.993162393162389,72.09991106585109,0
24,0.10243161062984289,-0.5556504034810648,0.9049442376306875,-0.7552370295987955,0.3138839850289834,-0.0045983481030183945,-1.3335454788374081,0.9262212315287102,4.760355567233732,7.993162393162389,72.09991106585109,0
25,0.8331856633865903,-0.029066226616155284,0.15680405867813327,-1.5298365636641649,-1.1293004943981646,-0.19907839059131413,-0.09530735901080156,0.3091472521217469,3.9559275818315722,7.993162393162389,72.09991106585109,0
26,-0.681285044327865,-0.539093814006288,-0.2669513545449172,-1.1754379417957936,-0.01275364314209428,-1.1429614799503462,2.3788862253355214,-0.6491618765671465,10.214614315573801,7.993162393162389,72.09991106585109,0
27,-0.6172710374041224,0.3947104871035777,-0.5083497591993945,1.025637498175131,1.5113430583617178,0.8284627329302146,-1.1029770298934052,-0.18187446929328135,5.897667896377791,7.993162393162389,72.09991106585109,0
28,0.21602351282954,0.09720294539888281,-0.3836885126754022,0.7185699451574821,0.37687206304470755,-0.38340248469571764,-0.7510506715645129,-0.18756621718350824,1.5937025780452787,7.993162393162389,72.09991106585109,0
29,-0.879418436088291,0.70091157225446,0.5971035627478835,1.1038723132747377,0.7198906710228495,-0.8017681852062646,-2.453961808534206,-0.6010247785746602,10.670779456585429,7.993162393162389,72.09991106585109,0
30,-1.4334855665356065,0.75057488921249,2.9756529393280795,0.9325346326114193,0.45296595043683013,-1.591146834783292,0.07923141950028745,0.0249612786945898,11.144262314112641,7.993162393162389,72.09991106585109,0
31,0.2844018460615641,0.5155685458876492,-0.8625733694948664,0.37365657291321447,0.1983125416015726,-0.9923847940062648,-0.13963794412671193,-1.0500877632101235,3.714924310414343,7.993162393162389,72.09991106585109,0
32,1.0851233086164493,-0.948889427943761,-0.4560701692370325,-0.2638112257270564,0.336793092629697,-0.32233488656517123,0.42774473410647246,0.1287974432841676,1.8250079569829225,7.993162393162389,72.09991106585109,0
33,0.6808036747058009,0.8966591551917621,0.8663697739357892,-0.1005570200593864,-1.184984284381698,-2.9843189026709225,-0.6836303277343446,0.29728628836076704,12.959469736206762,7.993162393162389,72.09991106585109,0
34,-0.06618607549661192,0.13828228436327725,-1.4257411550790753,-0.6108919426943067,0.4971203871318983,0.15490650048778978,0.14678981860533885,-1.0095179812271218,3.6538610721454514,7.993162393162389,72.09991106585109,0
35,-1.5004865040893152,-1.4011053122304684,0.8863642323576127,-1.0419027519491013,-0.6402881322896244,0.9401749273105228,-0.6559518856343203,-0.7337088526702618,6.598405977384241,7.993162393162389,72.09991106585109,0
36,0.798674065787254,-0.3927162729703749,1.124496650217005,-0.6287564166006815,-0.6229554968191279,0.5723143098704004,0.06416960172060662,-0.17161171915297013,2.426758597920041,7.993162393162389,72.09991106585109,0
37,-0.2520975784374951,0.5599223714882235,0.49189214463846415,0.41666357118994624,0.16326908176931368,-0.580286359962218,-1.2171032039686902,0.48743114818940797,3.008128213512756,7.993162393162389,72.09991106585109,0
38,-1.3927757817360311,1.5138736029678406,-3.1302795818589524,-0.8279514942731646,1.8177597017818528,0.7201180141537122,0.7519108548477298,1.0525908371309924,16.062760507795222,7.993162393162389,72.09991106585109,0
39,-0.8629384874149975,1.4375103833937581,2.5894519409859127,0.28552280824990367,0.9030677541804917,-1.527065674681751,-0.11313286374783148,0.19820905264950475,9.794133825274413,7.993162393162389,72.09991106585109,0
40,0.05106151779611933,-1.691497308531341,1.0109571301380593,0.6634984616097741,-1.1956824069129484,0.4209592179848474,1.2917125502663258,0.4869864061053809,6.890993350878061,7.993162393162389,72.09991106585109,0
41,0.6097703411568993,-0.14530478761793186,-0.1134826264456123,-0.32830829627525987,-0.037740064956415964,-0.7919422717893982,0.6403567092124106,-0.20101877783495053,1.505552502267094,7.993162393162389,72.09991106585109,0
42,0.19200527101513137,-1.2532883239263803,1.0720128823563586,-0.045492092788162415,-0.46609656347444545,0.15622944700918276,2.6019266312872604,0.3955424157793148,10.029118710266872,7.993162393162389,72.09991106585109,0
43,0.18221093930979346,0.10840284439222048,-2.2565766179703086,-2.232164709570259,-0.0005239653610243137,-0.26876112385653544,0.7168947564083972,0.05744065196812189,8.666168564070434,7.993162393162389,72.09991106585109,0
44,-0.6193904646671797,-0.7135593136641927,-1.4153714659381202,-0.5092755554860734,-0.9043789476421193,-0.181971485612296,1.0728307669603339,-0.4774797726261976,4.656759171696402,7.993162393162389,72.09991106585109,0
45,3.650817745360366,0.850226881438146,-0.019724893657863875,1.1953060015302854,1.1699691208826437e-05,0.5994441702489894,-0.05469323826723519,0.21580299877185805,8.637026265892532,7.993162393162389,72.09991106585109,0
46,-0.7439886299684989,0.0060811869727185166,0.04070714777237823,0.20508522156931708,-0.2231402807689167,-1.4572184732327602,-0.034877604559377676,-0.2527483659207293,2.7450099931783787,7.993162393162389,72.09991106585109,0
47,-0.48057545259770257,-1.2445359608890088,0.7935509039808747,-0.20170950349059819,0.11863309108730474,1.2258502459717695,0.493152908194944,0.8269709372538404,4.588754300851803,7.993162393162389,72.09991106585109,0
48,-0.16799131755932895,0.834745386016609,-1.2643599859533026,-1.2381444661823107,-0.42472703100667614,0.32695092761302963,0.4780539779936829,0.364843685359193,3.715932730308465,7.993162393162389,72.09991106585109,0
49,-0.6559648429477586,0.12976702178783636,1.89906818804352,-1.0967906011333048,1.127720601107453,-0.8131121644072831,-0.38154541049562585,0.5452892516225204,6.405268112749239,7.993162393162389,72.09991106585109,0
50,-0.25968620776050455,-2.217425642322379,0.6185070180554382,-0.14492848340712683,-2.253723572108675,1.7361318487816881,1.1097862396985807,0.13877288369866514,13.369541364041885,7.993162393162389,72.09991106585109,0
51,-0.7384403665523339,-0.21733677570972856,-0.145967427352662,-0.05313991147233039,-0.14752024010751116,-0.49677357608084405,0.029655684353957566,-0.09329221576082093,0.6130088636905715,7.993162393162389,72.09991106585109,0
52,-1.353085263440163,-0.15908335397724715,-1.012923156173673,2.0448637306428012,1.0777445299117554,-0.17776424146994896,-0.6836219496528638,0.13496415382975,7.137953535153066,7.993162393162389,72.09991106585109,0
53,1.3616458148093196,-0.15491066859767746,0.5923969760472825,0.004798782626950572,-0.324946529634857,0.3506709961394923,-1.6234281595089628,0.13805721896286877,4.412733154670464,7.993162393162389,72.09991106585109,0
54,0.35392235381207054,-0.47490604317640217,0.3835277320568205,-1.8713889810072897,1.2688215826176934,0.3040902904659648,-0.48398620532221953,1.139344974020358,7.514056713914241,7.993162393162389,72.09991106585109,0
55,0.3380238049215568,-0.8682111711545581,-0.9521305036727327,0.26896656879273684,1.043496938020454,0.26935532957556374,-0.13264153318096544,-0.8303827083528732,3.5275435643672157,7.993162393162389,72.09991106585109,0
56,-1.1381617072483317,-1.031698965987294,0.9745092210505844,-0.7030951433342362,1.1442198634756036,0.6008356787765765,-0.4766360987355966,-0.24225332226941887,4.484438968418338,7.993162393162389,72.09991106585109,0
57,-0.9109714704883772,1.3959929653326388,-2.7197022697077506,1.6251937088800201,-1.2889059050880676,-0.1268573810719596,-0.8553690146105944,0.3745509866064435,11.876893541923973,7.993162393162389,72.09991106585109,0
58,3.86024081145151,0.7056177763867292,0.5382316376304842,1.2654383957926805,0.017892755812584073,0.7365971687003343,-0.517379958394173,0.9245639900977274,11.37522603718341,7.993162393162389,72.09991106585109,0
59,0.8063243264684402,-0.062464078633102736,-0.3810842153652767,0.8799730909400459,0.4918244512491743,0.7706041789997464,-0.5405395000899987,-1.2743385178132478,4.8966480236785,7.993162393162389,72.09991106585109,0
60,-0.24656745269840089,0.44785318126415025,-2.566755793476793,-0.38575153748907576,0.5953443231049257,-0.260480971341326,-0.24643367838866975,0.7754893673557989,6.255354176088923,7.993162393162389,72.09991106585109,0
61,-0.967969072438944,-0.16832145609248927,-0.18741034056319586,-0.2159471859756332,1.2498308135110372,0.4005869383524223,0.6920856058541962,-2.5915779578759333,13.452974795235978,7.993162393162389,72.09991106585109,0
62,-1.2417143142451041,1.8264196258777108,-3.4439001917512644,-0.9368478643376317,0.17050673135012845,-0.024560547210043776,0.5333011973780569,0.5048596394570631,12.60089535295635,7.993162393162389,72.09991106585109,0
63,-0.003796760789062494,1.3297086099599957,-0.405449912492889,1.8727787675709726,0.6652485976844421,0.6397879203585769,-1.4492906361992535,-0.3934258278144559,7.958962889347101,7.993162393162389,72.09991106585109,0
64,-1.733317404985704,0.9410022475943142,2.887931601996984,1.8445367403986554,-0.1651325589553946,-1.8065608800287793,-0.7598765932272101,0.10580572824157491,15.017765607270285,7.993162393162389,72.09991106585109,0
