time_index,T2,T2_CL,T2_UCL,T2_LCL,T2_beyond_UCL
0,7.337751356705099,9.762299346694052,74.7430375337256,0.0,0
1,9.106194815767886,9.762299346694052,74.7430375337256,0.0,0
2,10.404681010321223,9.762299346694052,74.7430375337256,0.0,0
3,7.362919169943647,9.762299346694052,74.7430375337256,0.0,0
4,8.206636841762782,9.762299346694052,74.7430375337256,0.0,0
5,15.5073631555205,9.762299346694052,74.7430375337256,0.0,0
6,4.695003110170634,9.762299346694052,74.7430375337256,0.0,0
7,6.658807715808574,9.762299346694052,74.7430375337256,0.0,0
8,14.985083039187138,9.762299346694052,74.7430375337256,0.0,0
9,12.286070598928674,9.762299346694052,74.7430375337256,0.0,0
10,12.209711370935807,9.762299346694052,74.7430375337256,0.0,0
11,14.558615597087519,9.762299346694052,74.7430375337256,0.0,0
12,6.732283296567265,9.762299346694052,74.7430375337256,0.0,0
13,10.861826052018703,9.762299346694052,74.7430375337256,0.0,0
14,2.116717652916107,9.762299346694052,74.7430375337256,0.0,0
15,12.3090831488595,9.762299346694052,74.7430375337256,0.0,0
16,8.410821525092166,9.762299346694052,74.7430375337256,0.0,0
17,8.291829256921943,9.762299346694052,74.7430375337256,0.0,0
18,3.848920837666756,9.762299346694052,74.7430375337256,0.0,0
19,7.909704677236845,9.762299346694052,74.7430375337256,0.0,0
20,7.478788824192296,9.762299346694052,74.7430375337256,0.0,0
21,9.87514097284517,9.762299346694052,74.7430375337256,0.0,0
22,18.649396444019466,9.762299346694052,74.7430375337256,0.0,0
23,4.243779225782169,9.762299346694052,74.7430375337256,0.0,0
24,5.291883424430849,9.762299346694052,74.7430375337256,0.0,0
25,6.1224981736902615,9.762299346694052,74.7430375337256,0.0,0
26,10.89781562112933,9.762299346694052,74.7430375337256,0.0,0
27,7.940440333025075,9.762299346694052,74.7430375337256,0.0,0
28,1.74291196025667,9.762299346694052,74.7430375337256,0.0,0
29,10.434287212761223,9.762299346694052,74.7430375337256,0.0,0
30,24.392684631974525,9.762299346694052,74.7430375337256,0.0,0
31,4.7221118220468545,9.762299346694052,74.7430375337256,0.0,0
