time_index,feature_a,feature_b,pair_z_distance,pair_z_distance_CL,pair_z_distance_UCL,pair_z_distance_alarm,T2,T2_CL,T2_UCL,T2_LCL,T2_beyond_UCL
0,354.1463,17.5662,0.7598595134741715,1.273692070266735,3.1140416976128202,0,0.5773728491823629,1.9982905953242436,7.620622538458063,0.0,0
1,286.2967,37.3218,0.41787496365429794,1.273692070266735,3.1140416976128202,0,0.1753698615130359,1.9982905953242436,7.620622538458063,0.0,0
2,756.6004,16.7211,1.8022392534340186,1.273692070266735,3.1140416976128202,0,3.2593326512989202,1.9982905953242436,7.620622538458063,0.0,0
3,21.4402,28.0255,1.3531063311198486,1.273692070266735,3.1140416976128202,0,1.8287179013835833,1.9982905953242436,7.620622538458063,0.0,0
4,0.0,9.3697,1.8667723360936688,1.273692070266735,3.1140416976128202,0,3.4700817251951195,1.9982905953242436,7.620622538458063,0.0,0
5,102.1277,24.2141,1.090965786072748,1.273692070266735,3.1140416976128202,0,1.1867363391251058,1.9982905953242436,7.620622538458063,0.0,0
6,383.0928,16.8093,0.8088411815730573,1.273692070266735,3.1140416976128202,0,0.6550135738168922,1.9982905953242436,7.620622538458063,0.0,0
7,879.5252,33.9139,2.1095196831522487,1.273692070266735,3.1140416976128202,0,4.447822561501017,1.9982905953242436,7.620622538458063,0.0,0
8,0.0,68.8523,2.47808134690499,1.273692070266735,3.1140416976128202,0,6.165929252905318,1.9982905953242436,7.620622538458063,0.0,0
9,355.7932,51.4535,1.081552508050909,1.273692070266735,3.1140416976128202,0,1.1697505848088772,1.9982905953242436,7.620622538458063,0.0,0
10,620.5217,40.3018,1.1670387168046514,1.273692070266735,3.1140416976128202,0,1.3576322913926744,1.9982905953242436,7.620622538458063,0.0,0
11,570.8475,13.7863,1.296991727273187,1.273692070266735,3.1140416976128202,0,1.6894325317262804,1.9982905953242436,7.620622538458063,0.0,0
12,368.8645,40.3018,0.47879021381929354,1.273692070266735,3.1140416976128202,0,0.2290171524837892,1.9982905953242436,7.620622538458063,0.0,0
13,511.4058,13.7543,1.1528282079032797,1.273692070266735,3.1140416976128202,0,1.3342734845042186,1.9982905953242436,7.620622538458063,0.0,0
14,405.379,13.0712,1.0242158186950903,1.273692070266735,3.1140416976128202,0,1.050787091273468,1.9982905953242436,7.620622538458063,0.0,0
15,331.6271,32.4821,0.10689771787075533,1.273692070266735,3.1140416976128202,0,0.01146847498705478,1.9982905953242436,7.620622538458063,0.0,0
16,0.0,50.4835,1.7580525183178892,1.273692070266735,3.1140416976128202,0,3.1034588534818814,1.9982905953242436,7.620622538458063,0.0,0
17,601.3559,42.3007,1.1484761399518904,1.273692070266735,3.1140416976128202,0,1.3140387408491794,1.9982905953242436,7.620622538458063,0.0,0
18,670.6294,84.7564,3.1565915761672225,1.273692070266735,3.1140416976128202,1,9.932656741610673,1.9982905953242436,7.620622538458063,0.0,1
19,,59.5232,1.5206586688017336,1.273692070266735,3.1140416976128202,0,2.313011157500651,1.9982905953242436,7.620622538458063,0.0,0
20,175.1861,36.1994,0.7651369945007278,1.273692070266735,3.1140416976128202,0,0.5870196706587376,1.9982905953242436,7.620622538458063,0.0,0
21,452.2655,33.0128,0.39823305667409,1.273692070266735,3.1140416976128202,0,0.15832489283921244,1.9982905953242436,7.620622538458063,0.0,0
22,412.2392,40.593,0.5423585468157947,1.273692070266735,3.1140416976128202,0,0.29318529725180914,1.9982905953242436,7.620622538458063,0.0,0
23,367.1859,35.9702,0.2450770005169273,1.273692070266735,3.1140416976128202,0,0.05996307495064665,1.9982905953242436,7.620622538458063,0.0,0
24,237.3309,16.2835,0.9547851027832459,1.273692070266735,3.1140416976128202,0,0.9082486375257866,1.9982905953242436,7.620622538458063,0.0,0
25,207.4074,14.9541,1.079212424190868,1.273692070266735,3.1140416976128202,0,1.1601090006584667,1.9982905953242436,7.620622538458063,0.0,0
26,107.2644,43.0771,1.1756747585202851,1.273692070266735,3.1140416976128202,0,1.3876130405305005,1.9982905953242436,7.620622538458063,0.0,0
27,0.0,35.7939,1.444099754689205,1.273692070266735,3.1140416976128202,0,2.0882991072515633,1.9982905953242436,7.620622538458063,0.0,0
28,351.8717,34.1255,0.14055260182178644,1.273692070266735,3.1140416976128202,0,0.01977091713870045,1.9982905953242436,7.620622538458063,0.0,0
29,0.0,67.0767,2.399802757405692,1.273692070266735,3.1140416976128202,0,5.782901698048622,1.9982905953242436,7.620622538458063,0.0,0
30,482.2633,34.6592,0.5378813021345733,1.273692070266735,3.1140416976128202,0,0.28857733942792657,1.9982905953242436,7.620622538458063,0.0,0
31,313.3797,23.3263,0.47717598892294383,1.273692070266735,3.1140416976128202,0,0.22705588856242237,1.9982905953242436,7.620622538458063,0.0,0
32,0.0,12.2444,1.769944544905414,1.273692070266735,3.1140416976128202,0,3.119860962451615,1.9982905953242436,7.620622538458063,0.0,0
33,394.6452,59.3942,1.5213564924579286,1.273692070266735,3.1140416976128202,0,2.3124948388425572,1.9982905953242436,7.620622538458063,0.0,0
34,561.0487,20.7785,1.013136729746142,1.273692070266735,3.1140416976128202,0,1.0306406673278505,1.9982905953242436,7.620622538458063,0.0,0
35,390.4628,51.6664,1.1023132638315039,1.273692070266735,3.1140416976128202,0,1.213777238345193,1.9982905953242436,7.620622538458063,0.0,0
36,37.5878,9.3586,1.754651974933154,1.273692070266735,3.1140416976128202,0,3.065601193466501,1.9982905953242436,7.620622538458063,0.0,0
37,244.5513,27.5462,0.4941865595402352,1.273692070266735,3.1140416976128202,0,0.24339214145862226,1.9982905953242436,7.620622538458063,0.0,0
38,244.504,9.4814,1.2786984170877929,1.273692070266735,3.1140416976128202,0,1.6305077615728116,1.9982905953242436,7.620622538458063,0.0,0
39,782.7027,22.6253,1.7840496504292567,1.273692070266735,3.1140416976128202,0,3.190074925053619,1.9982905953242436,7.620622538458063,0.0,0
40,51.6264,37.6004,1.2618786706229113,1.273692070266735,3.1140416976128202,0,1.5958229243771431,1.9982905953242436,7.620622538458063,0.0,0
41,415.894,9.3586,1.2303190704665015,1.273692070266735,3.1140416976128202,0,1.5162533685207973,1.9982905953242436,7.620622538458063,0.0,0
42,621.982,50.4835,1.4855463945650584,1.273692070266735,3.1140416976128202,0,2.1973780511670133,1.9982905953242436,7.620622538458063,0.0,0
43,0.0,72.9703,2.664226798388343,1.273692070266735,3.1140416976128202,0,7.125916229982684,1.9982905953242436,7.620622538458063,0.0,0
44,730.6667,23.8454,1.5649928925404781,1.273692070266735,3.1140416976128202,0,2.4546943991243766,1.9982905953242436,7.620622538458063,0.0,0
45,414.5015,41.1198,0.5721516135168595,1.273692070266735,3.1140416976128202,0,0.326293164986049,1.9982905953242436,7.620622538458063,0.0,0
46,412.99300000000005,36.9618,0.37491677089146985,1.273692070266735,3.1140416976128202,0,0.13997523629618447,1.9982905953242436,7.620622538458063,0.0,0
47,454.2453,17.2047,0.8752979467718324,1.273692070266735,3.1140416976128202,0,0.7688382164769434,1.9982905953242436,7.620622538458063,0.0,0
48,328.6211,24.455,0.39988010082147174,1.273692070266735,3.1140416976128202,0,0.15955387650268454,1.9982905953242436,7.620622538458063,0.0,0
49,210.3929,53.157,1.3099439717498251,1.273692070266735,3.1140416976128202,0,1.721868632450866,1.9982905953242436,7.620622538458063,0.0,0
50,72.8934,64.0311,2.0973110259540957,1.273692070266735,3.1140416976128202,0,4.416045332037752,1.9982905953242436,7.620622538458063,0.0,0
