time_index,feature_a,feature_b,pair_z_distance,pair_z_distance_CL,pair_z_distance_UCL,pair_z_distance_alarm,T2,T2_CL,T2_UCL,T2_LCL,T2_beyond_UCL
0,1.9933,2.6692,0.47842128662498756,0.5363748407387999,4.461741488272813,0,0.14638596950843322,1.9982138892505543,49.306240149971146,0.0,0
1,1.9912,6.5297,0.3682096924002387,0.5363748407387999,4.461741488272813,0,0.07883061268231153,1.9982138892505543,49.306240149971146,0.0,0
2,2.0183,14.4984,0.4322937063499996,0.5363748407387999,4.461741488272813,0,0.4988413179455645,1.9982138892505543,49.306240149971146,0.0,0
3,1.9638,16.0527,0.15222834673344549,0.5363748407387999,4.461741488272813,0,0.09441023899898882,1.9982138892505543,49.306240149971146,0.0,0
4,2.0133,9.3331,0.4269440552990669,0.5363748407387999,4.461741488272813,0,0.22112904999646277,1.9982138892505543,49.306240149971146,0.0,0
5,1.9817,12.3983,0.22355355551243042,0.5363748407387999,4.461741488272813,0,0.08973431327883413,1.9982138892505543,49.306240149971146,0.0,0
6,2.0122,6.2512,0.4703260506118662,0.5363748407387999,4.461741488272813,0,0.16109576450989388,1.9982138892505543,49.306240149971146,0.0,0
7,2.0032,9.0484,0.37708255691246884,0.5363748407387999,4.461741488272813,0,0.14447177908808895,1.9982138892505543,49.306240149971146,0.0,0
8,1.7997,6.7595,0.8547625489165475,0.5363748407387999,4.461741488272813,0,2.3984753637441987,1.9982138892505543,49.306240149971146,0.0,0
9,1.7715,8.6069,0.9975703776258085,0.5363748407387999,4.461741488272813,0,2.9230080890705676,1.9982138892505543,49.306240149971146,0.0,0
10,2.0122,4.9943,0.49608181958004427,0.5363748407387999,4.461741488272813,0,0.15640351859961182,1.9982138892505543,49.306240149971146,0.0,0
11,2.008,14.3474,0.37306301386178414,0.5363748407387999,4.461741488272813,0,0.37165839697923997,1.9982138892505543,49.306240149971146,0.0,0
12,1.9892,9.3163,0.30099851749630097,0.5363748407387999,4.461741488272813,0,0.07656300074374199,1.9982138892505543,49.306240149971146,0.0,0
13,1.8858,11.6758,0.33391824695621464,0.5363748407387999,4.461741488272813,0,0.3316102633913511,1.9982138892505543,49.306240149971146,0.0,0
14,1.8967,11.8418,0.27151440241068375,0.5363748407387999,4.461741488272813,0,0.22415442130502328,1.9982138892505543,49.306240149971146,0.0,0
15,1.9705,18.9251,0.25285243258905243,0.5363748407387999,4.461741488272813,0,0.2598638189942193,1.9982138892505543,49.306240149971146,0.0,0
16,1.9965,5.2071,0.4225729621051522,0.5363748407387999,4.461741488272813,0,0.10197074991554997,1.9982138892505543,49.306240149971146,0.0,0
17,1.9728,7.0817,0.2818106419681112,0.5363748407387999,4.461741488272813,0,0.05056658853362361,1.9982138892505543,49.306240149971146,0.0,0
18,2.0103,8.9372,0.41600244836079714,0.5363748407387999,4.461741488272813,0,0.18904232265774618,1.9982138892505543,49.306240149971146,0.0,0
19,1.996,10.872,0.31563636501644815,0.5363748407387999,4.461741488272813,0,0.13733354164439776,1.9982138892505543,49.306240149971146,0.0,0
20,1.9623,11.3805,0.13081055275488906,0.5363748407387999,4.461741488272813,0,0.012367056940481777,1.9982138892505543,49.306240149971146,0.0,0
21,2.0157,18.0325,0.4476638781750073,0.5363748407387999,4.461741488272813,0,0.7143918233117915,1.9982138892505543,49.306240149971146,0.0,0
22,2.009,6.9047,0.44238142954906917,0.5363748407387999,4.461741488272813,0,0.1491371387536088,1.9982138892505543,49.306240149971146,0.0,0
23,2.0078,11.5102,0.37622607358226245,0.5363748407387999,4.461741488272813,0,0.2439944657767125,1.9982138892505543,49.306240149971146,0.0,0
24,1.7875,5.9647,0.9297935480245493,0.5363748407387999,4.461741488272813,0,2.8601824835325513,1.9982138892505543,49.306240149971146,0.0,0
25,1.984,7.8371,0.3064396980917158,0.5363748407387999,4.461741488272813,0,0.05576128947529861,1.9982138892505543,49.306240149971146,0.0,0
26,1.9888,6.3355,0.362830276003378,0.5363748407387999,4.461741488272813,0,0.0751058549463761,1.9982138892505543,49.306240149971146,0.0,0
27,,,0.27308276152861427,0.5363748407387999,4.461741488272813,0,0.07635604623777635,1.9982138892505543,49.306240149971146,0.0,0
28,1.9725,7.7892,0.26096520874298185,0.5363748407387999,4.461741488272813,0,0.04051544286265119,1.9982138892505543,49.306240149971146,0.0,0
29,2.003,4.1618,0.47529878918198326,0.5363748407387999,4.461741488272813,0,0.1289098320453705,1.9982138892505543,49.306240149971146,0.0,0
30,1.9875,14.1928,0.2557220262282053,0.5363748407387999,4.461741488272813,0,0.1794689346574224,1.9982138892505543,49.306240149971146,0.0,0
31,1.9867,8.5025,0.3041938602423091,0.5363748407387999,4.461741488272813,0,0.06273322044409052,1.9982138892505543,49.306240149971146,0.0,0
32,1.801,5.7958,0.8578552610192707,0.5363748407387999,4.461741488272813,0,2.503999600432318,1.9982138892505543,49.306240149971146,0.0,0
33,1.9755,9.2726,0.2362671449559023,0.5363748407387999,4.461741488272813,0,0.034434406010145,1.9982138892505543,49.306240149971146,0.0,0
34,2.0158,10.038,0.4328383903054746,0.5363748407387999,4.461741488272813,0,0.2628184273543278,1.9982138892505543,49.306240149971146,0.0,0
35,2.0212,7.7131,0.4906700656447748,0.5363748407387999,4.461741488272813,0,0.2431452681524101,1.9982138892505543,49.306240149971146,0.0,0
36,1.992,10.1682,0.3023459781790432,0.5363748407387999,4.461741488272813,0,0.10041924920954812,1.9982138892505543,49.306240149971146,0.0,0
37,1.8745,13.7654,0.3933234988634141,0.5363748407387999,4.461741488272813,0,0.34261848851543225,1.9982138892505543,49.306240149971146,0.0,0
38,2.0083,13.9178,0.37365930151423865,0.5363748407387999,4.461741488272813,0,0.3526077311477613,1.9982138892505543,49.306240149971146,0.0,0
39,0.888,208.5036,9.228024797812258,0.5363748407387999,4.461741488272813,1,50.010223220668564,1.9982138892505543,49.306240149971146,0.0,1
40,2.0155,6.6022,0.47987660428445306,0.5363748407387999,4.461741488272813,0,0.18371572889291923,1.9982138892505543,49.306240149971146,0.0,0
41,1.959,21.5771,0.3069908063542243,0.5363748407387999,4.461741488272813,0,0.3150165745712561,1.9982138892505543,49.306240149971146,0.0,0
42,1.9998,8.7057,0.3648473428290061,0.5363748407387999,4.461741488272813,0,0.11980171715224777,1.9982138892505543,49.306240149971146,0.0,0
43,2.0042,8.2256,0.39512046542478296,0.5363748407387999,4.461741488272813,0,0.13750071227041355,1.9982138892505543,49.306240149971146,0.0,0
44,1.9783,11.8631,0.20845854411620102,0.5363748407387999,4.461741488272813,0,0.06322204897397586,1.9982138892505543,49.306240149971146,0.0,0
45,1.9805,5.7228,0.3471960648640395,0.5363748407387999,4.461741488272813,0,0.0748845356266857,1.9982138892505543,49.306240149971146,0.0,0
46,2.0042,5.6556,0.4453764141042022,0.5363748407387999,4.461741488272813,0,0.12255987770731444,1.9982138892505543,49.306240149971146,0.0,0
47,2.004,5.1829,0.45515626695676353,0.5363748407387999,4.461741488272813,0,0.12342977111059553,1.9982138892505543,49.306240149971146,0.0,0
48,1.8952,12.0145,0.27879234995286073,0.5363748407387999,4.461741488272813,0,0.2291908551051698,1.9982138892505543,49.306240149971146,0.0,0
49,2.0055,9.8078,0.379170918226067,0.5363748407387999,4.461741488272813,0,0.17530435006183337,1.9982138892505543,49.306240149971146,0.0,0
50,1.9855,12.436,0.24488451423398339,0.5363748407387999,4.461741488272813,0,0.11159813745365338,1.9982138892505543,49.306240149971146,0.0,0
51,1.8847,7.1156,0.4025184910561257,0.5363748407387999,4.461741488272813,0,0.6445398002381242,1.9982138892505543,49.306240149971146,0.0,0
52,1.8873,8.1946,0.3694763883817936,0.5363748407387999,4.461741488272813,0,0.529319249021145,1.9982138892505543,49.306240149971146,0.0,0
53,2.0068,11.9601,0.36804226530125994,0.5363748407387999,4.461741488272813,0,0.25186153632762526,1.9982138892505543,49.306240149971146,0.0,0
54,1.996,7.4823,0.3687372594866616,0.5363748407387999,4.461741488272813,0,0.09243892852714843,1.9982138892505543,49.306240149971146,0.0,0
55,1.9842,17.1047,0.27033816305536806,0.5363748407387999,4.461741488272813,0,0.28223479331304785,1.9982138892505543,49.306240149971146,0.0,0
56,1.992,9.8188,0.30729492382704654,0.5363748407387999,4.461741488272813,0,0.09509917853170631,1.9982138892505543,49.306240149971146,0.0,0
57,1.8808,14.2268,0.3582977124679369,0.5363748407387999,4.461741488272813,0,0.26191892804678957,1.9982138892505543,49.306240149971146,0.0,0
58,1.9627,13.1084,0.11241478718677593,0.5363748407387999,4.461741488272813,0,0.025830514599591844,1.9982138892505543,49.306240149971146,0.0,0
59,1.9668,12.2203,0.14162053631241586,0.5363748407387999,4.461741488272813,0,0.027170575385389296,1.9982138892505543,49.306240149971146,0.0,0
60,0.885,207.5783,9.214341809906095,0.5363748407387999,4.461741488272813,1,49.70502242050107,1.9982138892505543,49.306240149971146,0.0,1
61,1.8585,4.4099,0.5810076495765054,0.5363748407387999,4.461741488272813,0,1.34053370503962,1.9982138892505543,49.306240149971146,0.0,0
62,1.9033,7.5703,0.3083302198104105,0.5363748407387999,4.461741488272813,0,0.39023940507129934,1.9982138892505543,49.306240149971146,0.0,0
63,2.0017,6.7048,0.4114242228604367,0.5363748407387999,4.461741488272813,0,0.1130201773385906,1.9982138892505543,49.306240149971146,0.0,0
64,1.9773,5.2933,0.348813490056547,0.5363748407387999,4.461741488272813,0,0.08463515202842868,1.9982138892505543,49.306240149971146,0.0,0
65,1.9925,10.5841,0.29973151166096845,0.5363748407387999,4.461741488272813,0,0.11046271277364586,1.9982138892505543,49.306240149971146,0.0,0
66,1.97,7.6279,0.2565698070792129,0.5363748407387999,4.461741488272813,0,0.042173166252219486,1.9982138892505543,49.306240149971146,0.0,0
67,2.006,8.6303,0.39789663502919936,0.5363748407387999,4.461741488272813,0,0.15438651972047915,1.9982138892505543,49.306240149971146,0.0,0
68,1.9535,14.3156,0.06823190842368572,0.5363748407387999,4.461741488272813,0,0.017983359199491955,1.9982138892505543,49.306240149971146,0.0,0
69,2.0075,3.3128,0.514921315885881,0.5363748407387999,4.461741488272813,0,0.1510591120014393,1.9982138892505543,49.306240149971146,0.0,0
70,2.0078,7.4951,0.42573745219968756,0.5363748407387999,4.461741488272813,0,0.14863268470003727,1.9982138892505543,49.306240149971146,0.0,0
71,1.9875,13.7931,0.25448082928527765,0.5363748407387999,4.461741488272813,0,0.16512510017639773,1.9982138892505543,49.306240149971146,0.0,0
72,2.0055,7.5428,0.4134707170130214,0.5363748407387999,4.461741488272813,0,0.13649735884322922,1.9982138892505543,49.306240149971146,0.0,0
73,1.962,6.4928,0.2685922603040377,0.5363748407387999,4.461741488272813,0,0.07476360014045853,1.9982138892505543,49.306240149971146,0.0,0
74,1.8915,6.6924,0.38009017295072206,0.5363748407387999,4.461741488272813,0,0.5884377827257775,1.9982138892505543,49.306240149971146,0.0,0
75,1.996,13.6462,0.3028712508998117,0.5363748407387999,4.461741488272813,0,0.22522115528270237,1.9982138892505543,49.306240149971146,0.0,0
76,1.8005,6.5649,0.8523206089203392,0.5363748407387999,4.461741488272813,0,2.4050135582734296,1.9982138892505543,49.306240149971146,0.0,0
77,2.0135,15.1561,0.4079399435173296,0.5363748407387999,4.461741488272813,0,0.4805862403097792,1.9982138892505543,49.306240149971146,0.0,0
78,1.959,12.9923,0.09184109727282144,0.5363748407387999,4.461741488272813,0,0.015367141286633372,1.9982138892505543,49.306240149971146,0.0,0
79,2.0055,16.3329,0.3724596182423374,0.5363748407387999,4.461741488272813,0,0.4586508800191404,1.9982138892505543,49.306240149971146,0.0,0
80,2.0257,10.5929,0.4831240303941022,0.5363748407387999,4.461741488272813,0,0.37992658695121434,1.9982138892505543,49.306240149971146,0.0,0
81,2.0105,6.6367,0.45472610799753316,0.5363748407387999,4.461741488272813,0,0.15493053374653598,1.9982138892505543,49.306240149971146,0.0,0
82,1.9675,12.9032,0.14051100260756308,0.5363748407387999,4.461741488272813,0,0.03791941054343979,1.9982138892505543,49.306240149971146,0.0,0
83,1.8942,9.3259,0.3153879234353873,0.5363748407387999,4.461741488272813,0,0.376522986495262,1.9982138892505543,49.306240149971146,0.0,0
84,1.9718,10.1334,0.20086288635971097,0.5363748407387999,4.461741488272813,0,0.027103817320798404,1.9982138892505543,49.306240149971146,0.0,0
85,1.9828,11.2164,0.23984552469449558,0.5363748407387999,4.461741488272813,0,0.07262965782457273,1.9982138892505543,49.306240149971146,0.0,0
