time_index,feature_a,feature_b,pair_z_distance,pair_z_distance_CL,pair_z_distance_UCL,pair_z_distance_alarm,T2,T2_CL,T2_UCL,T2_LCL,T2_beyond_UCL
0,0.0149,2.6692,0.9097195827265319,0.5212274353737452,4.464932042306522,0,1.2751311115036916,1.996763331619825,56.308720314381254,0.0,0
1,0.0394,6.5297,0.45883956699755096,0.5212274353737452,4.464932042306522,0,0.19943724820560305,1.996763331619825,56.308720314381254,0.0,0
2,0.0908,14.4984,0.5304465834729414,0.5212274353737452,4.464932042306522,0,1.1691039794226954,1.996763331619825,56.308720314381254,0.0,0
3,0.0845,16.0527,0.4273806078828036,0.5212274353737452,4.464932042306522,0,0.5360386869542485,1.996763331619825,56.308720314381254,0.0,0
4,0.0599,9.3331,0.1461279156794916,0.5212274353737452,4.464932042306522,0,0.07487939094671131,1.996763331619825,56.308720314381254,0.0,0
5,0.0743,12.3983,0.23708403197718292,0.5212274353737452,4.464932042306522,0,0.33968775953994057,1.996763331619825,56.308720314381254,0.0,0
6,0.035,6.2512,0.5316216558940087,0.5212274353737452,4.464932042306522,0,0.3417433219097797,1.996763331619825,56.308720314381254,0.0,0
7,0.0502,9.0484,0.24922750653150136,0.5212274353737452,4.464932042306522,0,0.04001013400210392,1.996763331619825,56.308720314381254,0.0,0
8,0.0318,6.7595,0.5746812303447998,0.5212274353737452,4.464932042306522,0,0.5275666412723246,1.996763331619825,56.308720314381254,0.0,0
9,0.0339,8.6069,0.5153152418890871,0.5212274353737452,4.464932042306522,0,0.5669839934507515,1.996763331619825,56.308720314381254,0.0,0
10,0.0317,4.9943,0.6049307093763913,0.5212274353737452,4.464932042306522,0,0.4119343618071683,1.996763331619825,56.308720314381254,0.0,0
11,0.0866,14.3474,0.45531294212967127,0.5212274353737452,4.464932042306522,0,0.8602096116568988,1.996763331619825,56.308720314381254,0.0,0
12,0.0558,9.3163,0.17366721293584547,0.5212274353737452,4.464932042306522,0,0.02639927643349986,1.996763331619825,56.308720314381254,0.0,0
13,0.0472,11.6758,0.2563136889124952,0.5212274353737452,4.464932042306522,0,0.18633380850772513,1.996763331619825,56.308720314381254,0.0,0
14,0.0482,11.8418,0.23757844086879742,0.5212274353737452,4.464932042306522,0,0.16287843570529362,1.996763331619825,56.308720314381254,0.0,0
15,0.1084,18.9251,0.8660000699360888,0.5212274353737452,4.464932042306522,0,2.171150641370219,1.996763331619825,56.308720314381254,0.0,0
16,0.0275,5.2071,0.6677095290374546,0.5212274353737452,4.464932042306522,0,0.6427612731312087,1.996763331619825,56.308720314381254,0.0,0
17,0.0404,7.0817,0.43328490250755436,0.5212274353737452,4.464932042306522,0,0.1897105481371486,1.996763331619825,56.308720314381254,0.0,0
18,0.0486,8.9372,0.27447522996364215,0.5212274353737452,4.464932042306522,0,0.05817341598996677,1.996763331619825,56.308720314381254,0.0,0
19,0.0623,10.872,0.09168825474492069,0.5212274353737452,4.464932042306522,0,0.05595576786411074,1.996763331619825,56.308720314381254,0.0,0
20,0.0632,11.3805,0.08000350599002855,0.5212274353737452,4.464932042306522,0,0.052924423130407496,1.996763331619825,56.308720314381254,0.0,0
21,0.1065,18.0325,0.8260176670167315,0.5212274353737452,4.464932042306522,0,2.124411298841734,1.996763331619825,56.308720314381254,0.0,0
22,0.0409999999999999,6.9047,0.4275578517318565,0.5212274353737452,4.464932042306522,0,0.1671723531620941,1.996763331619825,56.308720314381254,0.0,0
