time_index,value,CL,UCL,LCL,beyond_UCL,below_LCL,beyond_any_limit,MR,MR_CL,MR_UCL,MR_LCL,MR_beyond_UCL,EWMA,EWMA_CL,EWMA_UCL,EWMA_LCL,EWMA_beyond_any_limit,CUSUM_CPLUS,CUSUM_CMINUS,CUSUM_H_POS,CUSUM_H_NEG,CUSUM_alarm_any
0,0.0295,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,,0.009414285714285717,0.030756471428571436,0.0,0,0.025343125,0.02430390625,0.03064785725846517,0.01795995524153483,0,0.0,0.0,5.0,-5.0,0
1,0.021,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.008499999999999997,0.009414285714285717,0.030756471428571436,0.0,0,0.024474500000000003,0.02430390625,0.03242812754267798,0.01617968495732202,0,0.0,0.0,5.0,-5.0,0
2,0.0174,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.0036000000000000025,0.009414285714285717,0.030756471428571436,0.0,0,0.023059600000000003,0.02430390625,0.033386175582592145,0.015221636917407858,0,0.0,-0.15295960584698498,5.0,-5.0,0
3,0.0175,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.00010000000000000286,0.009414285714285717,0.030756471428571436,0.0,0,0.021947680000000004,0.02430390625,0.03394951606923083,0.01465829643076917,0,0.0,-0.29646138329650296,5.0,-5.0,0
4,0.0131,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.004400000000000001,0.009414285714285717,0.030756471428571436,0.0,0,0.020178144000000005,0.02430390625,0.03429339568740897,0.014314416812591034,0,0.0,-0.85610761023456,5.0,-5.0,0
5,0.0487,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.0356,0.009414285714285717,0.030756471428571436,0.0,1,0.025882515200000004,0.02430390625,0.03450739829432843,0.014100414205671567,0,1.8073406825601221,0.0,5.0,-5.0,0
6,0.0224,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.0263,0.009414285714285717,0.030756471428571436,0.0,0,0.025186012160000007,0.02430390625,0.03464203540052609,0.013965777099473907,0,1.1272724965864769,0.0,5.0,-5.0,0
7,0.0273,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.004900000000000002,0.009414285714285717,0.030756471428571436,0.0,0,0.025608809728000007,0.02430390625,0.03472729051668129,0.013880521983318714,0,0.9106379020887048,0.0,5.0,-5.0,0
8,0.0257,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.0016000000000000007,0.009414285714285717,0.030756471428571436,0.0,0,0.025627047782400006,0.02430390625,0.03478148973681515,0.013826322763184847,0,0.5426780532314639,0.0,5.0,-5.0,0
9,0.0177,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.008,0.009414285714285717,0.030756471428571436,0.0,0,0.02404163822592001,0.02430390625,0.03481603058624348,0.013791781913756518,0,0.0,-0.12458612065458452,5.0,-5.0,0
10,0.0327,0.02430390625,0.05602366129232585,-0.007415848792325853,0,0,0,0.015,0.009414285714285717,0.030756471428571436,0.0,0,0.02577331058073601,0.02430390625,0.03483807729268852,0.013769735207311475,0,0.29408813896543473,0.0,5.0,-5.0,0
