time_index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PCA_T2,PCA_T2_CL,PCA_T2_UCL,PCA_T2_beyond_UCL
0,-0.2273968877519598,-0.4768297132976828,-0.6316141909924269,0.8732587823750987,-0.6444814828989165,0.8956229292098946,-0.1514427138255071,-0.289984322511668,0.05265096190592766,2.62689002405753,8.992307692307689,98.03740419434672,0
1,-0.3571879470228445,-1.137745389409185,0.33761188570542905,1.4926650405698811,1.6783872775798179,-0.9041104812097985,0.6359773758253701,-1.4600484721934748,0.8452863830682997,11.14544181679416,8.992307692307689,98.03740419434672,0
2,-0.4201258896305926,2.0993484387849137,0.4704417526490416,0.6223953391497289,-0.1852404959580924,-0.27604715293204407,0.4130409110990954,1.3243902993577092,-0.48952330512842146,7.0961856334637785,8.992307692307689,98.03740419434672,0
3,-0.24605410048456614,-0.09623307692136182,1.1168565957893677,0.0624334653001531,-0.15908412214421463,1.0126168789434429,0.5043489465935775,0.5264931925097012,1.027251347608213,4.1696430550365156,8.992307692307689,98.03740419434672,0
4,-0.5450937267717874,1.4856210278225321,-0.10685535588884651,0.8213842523793669,-0.7797892785839586,0.7116885609919847,-0.9507151228570332,1.6486334003739687,0.4912135481304434,8.546038553511236,8.992307692307689,98.03740419434672,0
5,-0.1816008668852525,0.7659299103418752,-1.1135325924038397,-0.6188870778859618,1.6278688251688078,0.10384555312236649,-0.42999811754015294,0.031096012921198735,-0.22486141544592225,4.78550161689089,8.992307692307689,98.03740419434672,0
6,0.661787535749697,-0.22873449261744225,-0.775886355577834,0.17915285300817033,0.0378679550437705,0.3173746634774548,0.8602071032225383,0.6048644230091411,1.4118953135340933,4.845463076532833,8.992307692307689,98.03740419434672,0
7,-0.2761939846758698,-0.023337541571416247,1.0433473119299623,-0.1562549752157783,0.3283222194694706,0.09927058265208823,-0.2832144919255393,0.7952056982236874,2.0063046878420754,7.394071849123143,8.992307692307689,98.03740419434672,0
8,-0.05950950944002403,-0.5593719048638008,0.7685067588525718,-1.5616571096821275,-1.349022897672268,-0.1856883501289441,1.27017669040624,-2.097717915653893,-1.0624299808005504,13.933152958315361,8.992307692307689,98.03740419434672,0
9,-0.8795657828021647,-0.16170463915276181,-0.16801023529711875,2.0609409287380487,-0.2673538686091372,1.20331778160404,-0.5734328210662256,0.20146753357886232,-0.1666288618234211,6.5380293783589485,8.992307692307689,98.03740419434672,0
10,-0.6386538426180521,0.049188453264128434,2.448306826611498,-0.988557281383455,-0.3651488300289218,-0.04851419677610251,1.2688020463672929,0.9918743048167176,-0.5987083240762676,9.76114037340492,8.992307692307689,98.03740419434672,0
11,-0.5245740229581665,1.3951758421444533,-0.09562860339970466,-1.0847627634055748,-0.7578950351137658,-0.5086026963103366,0.4453619169536962,-1.0747040165457362,0.39851310205273194,5.624057310177473,8.992307692307689,98.03740419434672,0
12,0.11460162859789683,0.5723800613564201,-0.8195203755999176,0.2209436055991774,0.335861903401391,-0.5402055910322565,0.6893732366596762,-1.2715302863645834,0.35219089150639277,4.070477779272019,8.992307692307689,98.03740419434672,0
13,0.4982392220762287,-0.02427759630617325,1.2094265649192237,1.6251144439420762,0.768267324922377,-1.1361424322698088,-1.031755291129386,0.2051172229773896,-1.1907459318447504,8.84034902351578,8.992307692307689,98.03740419434672,0
14,-0.3128765955452982,0.23096755481549988,-0.2011741169140255,0.6222983568577523,-0.09512614044270058,0.259720733569836,0.39970888990903836,-0.07973399571926847,0.3265186298148452,0.8999987837950575,8.992307692307689,98.03740419434672,0
15,0.6008598967045929,-0.510872240675587,0.9377869781946119,-1.4684652951838113,-0.4122791964719718,0.6801671314579744,0.8373169795170559,-0.7132530739084368,1.9811204580078026,10.511941488897666,8.992307692307689,98.03740419434672,0
16,-0.42130365493077326,1.5349332060032623,0.17887376706215144,-0.04426024851311119,-0.09770271095393286,-1.2168405751295415,-0.5475852117964647,-0.19219397715046124,0.27992437226154987,3.952342251514755,8.992307692307689,98.03740419434672,0
17,0.02047872225760164,0.35013584737210823,-1.0218745564176055,0.07574627124426327,-0.1330090715970725,0.28529315903699126,1.4372345822828874,-2.0059331042379065,0.3893992345663273,8.731619015812539,8.992307692307689,98.03740419434672,0
18,-0.24910681440992363,-0.9469132579588786,1.5613872382963725,-0.9923026210079614,-0.04669375521834453,-0.14960003346801085,0.45535329826911375,-0.03838300001516616,1.0164115438651116,5.358176305392888,8.992307692307689,98.03740419434672,0
19,-0.4803705246972132,1.2060484277899295,0.18027394712195577,-0.28383873384599373,-0.16753905716691686,0.13592089423918702,0.875086985226378,-0.07431451828028439,0.6985294054368167,2.8985602375529975,8.992307692307689,98.03740419434672,0
20,-0.3445092045740396,-1.8547480403772265,1.0818715345815981,0.3456777618232962,-0.2697296957946027,0.7929441332740228,-0.35754248080756906,-0.680906884187924,0.5483674605232495,5.7441854769785285,8.992307692307689,98.03740419434672,0
21,-0.10989080758734877,0.6741888198974061,-0.6480179837070353,1.8647102817624561,1.1976522839755839,-0.21844950167923,1.2159061194250915,-0.9861324119057914,0.22565587628622097,8.438157040674906,8.992307692307689,98.03740419434672,0
22,-1.2069304909113023,-1.438128984150019,-1.5565098394658081,2.2631321635338795,1.081477597460879,-0.6855675534772243,-0.6542456757438442,-0.4187414670942778,0.3195798791062185,11.896214451151451,8.992307692307689,98.03740419434672,0
23,-0.7499121223648137,-0.06939749186960456,-1.124461455696512,0.8467796678676688,-0.15662042233520762,-0.27470835936388166,0.29239033190943037,-0.31220076672825725,-0.2482697644337461,2.4731936401563943,8.992307692307689,98.03740419434672,0
24,0.9697318431756567,-1.9798547526126011,0.670870055816636,2.1521059179009585,1.3211216025215835,1.7000893487282587,2.326189310795542,0.12279241566457764,0.3717097865322456,18.94230998579516,8.992307692307689,98.03740419434672,0
25,-0.045454320328992805,-1.009614595150278,0.5965965104304101,1.0358052859389724,0.8120978421946653,0.7004766695107671,1.603685394593291,-0.2615505044889376,0.5539022115884017,6.460329929222944,8.992307692307689,98.03740419434672,0
26,-0.14967943047465512,-0.6621118253702205,0.1279358992356198,-2.1797773458252343,-1.5855181806882648,0.3163105220356609,-0.7793848785599539,-1.0660984280000694,2.172951120722555,16.008529041702506,8.992307692307689,98.03740419434672,0
27,0.5697045239677946,-2.224975408120436,0.2602946598917402,-0.2531637358938456,-0.7483798455719645,-0.5428069675721939,-0.6587863146684214,-1.1223287895682923,-1.090360011796564,8.801624006701681,8.992307692307689,98.03740419434672,0
28,-0.1956858458536744,0.21755874972324785,0.8126740381094784,0.7947727278185452,0.2463133431242265,0.10355522975972117,-0.3022608427392999,0.24372708961365183,-0.02069258361328004,1.4657772658581762,8.992307692307689,98.03740419434672,0
29,0.20402052819712244,0.07500806309770562,-0.8418018608080401,2.079237665889692,0.27414111663816737,-0.262960724026501,-0.9036388518924051,-0.11834505951204817,-0.3034945047300188,5.934584031850095,8.992307692307689,98.03740419434672,0
30,0.25283200031993286,-0.40999340882591423,-1.5204517330289045,0.8515394561183071,-0.1568575775289647,0.2321542777653712,-0.6371018739567584,0.33945352181238037,1.372554723778459,5.970298148550639,8.992307692307689,98.03740419434672,0
31,-0.2948911676597819,0.8296495593019328,-0.5465065065864743,0.616614231936277,-0.3092779289444215,-0.7826344950656966,-0.24222501860525997,-0.6991895204308237,-1.01553703053786,4.003685819904003,8.992307692307689,98.03740419434672,0
32,-1.0327131345092637,0.9336792687012793,-1.0538957579019224,-0.5218683242966882,1.453672725708911,1.0653215747341047,0.9533898081668779,0.2076323893452802,-0.9963041552790023,8.043483844382576,8.992307692307689,98.03740419434672,0
33,6.575496446911828e-05,-0.17391729366007855,-0.17570080750253833,0.41985677349907946,-0.33889291996203214,-0.9470790908247668,-2.484678942847999,0.2865589593863989,0.34508619039604294,7.9047519672061695,8.992307692307689,98.03740419434672,0
34,-0.3203378716829509,0.3427296149468196,-0.16156482037038897,-0.2622994723058898,-0.6396792389201807,0.21793984606683767,0.33033760917875277,-0.22274844110148037,0.3989792369982786,1.0848910914840504,8.992307692307689,98.03740419434672,0
35,-0.4125949911908537,0.012112447299272158,1.2902704179164617,-0.06724332540352002,0.6254104326491464,0.4135962048801388,1.0182333078184067,0.5902544624133442,1.9445623116750812,8.64163519902186,8.992307692307689,98.03740419434672,0
36,0.09781375290028549,-0.0017577947871101234,-0.3027219406457517,-0.6657369996265273,0.06693269624618184,-0.6284096974693372,0.8441980449505421,0.8120737703334548,0.3885252012511004,2.7196528338226083,8.992307692307689,98.03740419434672,0
37,-0.08413941501951532,0.2997776163722178,-0.6263672401729338,0.7731067874926105,-0.5975945640900826,-0.40123788901781915,-1.598095381822929,-0.02536121337566902,-0.33098374081069376,4.294486560897631,8.992307692307689,98.03740419434672,0
38,-0.6336053316844299,-1.6407260195403996,-1.5189713885391427,0.3572419702947167,-1.8882853145804757,1.946958852737074,-0.03574402398430338,-0.9405097948931755,-0.2402044360535549,12.960073457537588,8.992307692307689,98.03740419434672,0
39,0.3356645226222801,-0.9502985754047165,-0.9701082465413403,1.068485877332624,-0.7157567723640308,0.7866013697582727,-0.8498654841585926,-0.3834293339213876,0.018602801426654655,4.739288461706317,8.992307692307689,98.03740419434672,0
40,-0.2843865449266147,-0.5087415909578107,2.459224055446198,-0.9253767257072679,0.5905980407473946,-0.8336201074468638,0.3383381676383222,-0.019972539143833345,0.6544446185119903,7.848020534959733,8.992307692307689,98.03740419434672,0
41,-0.6502429637865813,-0.4659971311214353,1.393028832258561,-0.6772526032050521,2.1961442059818324,1.5767646622516442,0.8249964566817534,0.33814706842614817,-1.3740863193821151,13.102305717818616,8.992307692307689,98.03740419434672,0
42,-0.5254034305571785,1.2998508976447571,0.6494170362131837,-0.4584816048259068,-0.41638209971991863,0.004870921210622243,1.2277830940329155,-0.3433336641383123,0.294670851169549,4.069401710093465,8.992307692307689,98.03740419434672,0
43,-0.28481742785221276,-0.6973279780942311,-1.0233586398455075,0.03748873718737941,-0.9019546363045379,1.0254104379830213,1.0634171419646972,-0.8203752164979086,0.21633387563809792,5.2826427087590835,8.992307692307689,98.03740419434672,0
44,-0.4858880045572818,-1.685139211139762,-1.0392453185343755,-0.7851150295749243,-0.15467178850125576,-0.3515503749611693,0.23286455546653936,-0.8136593884823101,1.6888928836718646,8.787603038538757,8.992307692307689,98.03740419434672,0
