time_index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PCA_T2,PCA_T2_CL,PCA_T2_UCL,PCA_T2_beyond_UCL
0,1.1681911977422421,0.9253156838600841,-0.1963487619247663,-0.7438977774479486,0.038146609305308124,-0.8247360548497724,0.6832056098929243,3.626541821303054,6.9940170940170905,34.63969897510586,0
1,0.9068997017398309,1.0890680225796407,0.37654321201189744,-0.9095708851226227,0.32731946158971686,0.8867729267956667,0.4409246257152899,3.6721704225478167,6.9940170940170905,34.63969897510586,0
2,1.0078077792011768,0.8352346458954617,-0.5021562863115084,-0.25395683374459216,1.7343789089313464,-0.8624212324286696,0.6100365430124898,5.990429553506916,6.9940170940170905,34.63969897510586,0
3,-0.8129791440078188,-1.1774101212122565,0.5242466306115171,-1.3425513605564057,-1.291085705239523,0.3581254688062146,0.6553416040943822,6.078443603075196,6.9940170940170905,34.63969897510586,0
4,0.28494967487595557,0.5668431792796114,1.4018763325576025,-1.1576918134560321,-0.6670632553539912,-0.545087222891517,0.38827811540214363,4.519842081925568,6.9940170940170905,34.63969897510586,0
5,0.5910410496236337,-0.07496933117243774,1.8772628058724319,0.5256727047383772,-0.1090446355221932,0.4728362447058112,0.04035647323875777,4.167207033643086,6.9940170940170905,34.63969897510586,0
6,0.4444777744315765,-0.20397350531613523,0.6224601032703919,0.7965014640994346,0.19879822947498962,-0.7465710316292715,-0.352471469673509,1.984341670154187,6.9940170940170905,34.63969897510586,0
7,-0.6918782969225701,-0.4824286148200202,0.2715636068565417,-0.39759680304314327,2.7073960796246928,1.0539663222478493,-0.46575147551638063,9.768348715112603,6.9940170940170905,34.63969897510586,0
8,-1.9044313160741109,1.0691315739900984,-0.23989783467023687,-1.9214081351181633,-1.0675188289065534,2.2824613571428913,-0.28207879586201484,13.925312655726666,6.9940170940170905,34.63969897510586,0
9,-0.14801548657835362,0.7376218345825043,0.05221715129971401,0.6437903927525961,0.20369507660668643,1.0319930711287788,-0.7900780101054061,2.9249201363711643,6.9940170940170905,34.63969897510586,0
10,-0.0724263943479313,-0.7459596416406604,-0.4826847456373532,2.953536293529848,0.4368502967465305,-0.4548410963533252,0.4864146538955534,10.112388719383011,6.9940170940170905,34.63969897510586,0
11,-0.00933794502003468,-0.6435830701020159,-0.3337910790226853,1.6498036440130124,0.23655562176225292,-1.7587182341614227,-0.2951624026243015,6.539156988605461,6.9940170940170905,34.63969897510586,0
12,-0.16325092616322914,-0.8003813590429804,0.023718259402546477,-1.566728115736851,0.21474550264659747,1.3537635315758538,-0.0029906766149765743,4.906801079843055,6.9940170940170905,34.63969897510586,0
13,-0.7374124053580229,0.18024153249748634,0.41099290058588556,0.4558817313867027,0.7919138809790452,-1.0902621805057724,-1.3306947063576955,5.305206070949523,6.9940170940170905,34.63969897510586,0
14,0.060385044684802734,-0.2702680766685723,0.6200982261252522,0.45471685329293093,0.3395012815579813,-0.902289663015309,-0.4207516468987697,1.862808774158513,6.9940170940170905,34.63969897510586,0
15,-0.22378949477207605,-0.08899294691991816,0.3897262729124001,-0.6044569928631638,0.3297587385095956,0.5241628514802306,0.8984737603460119,2.152630724304883,6.9940170940170905,34.63969897510586,0
16,-0.3983376330822848,0.7567327923394471,-0.2039011313865274,-0.9367896643336847,-1.4327894531560381,0.9360011561240625,0.7623192816417864,5.352656662121168,6.9940170940170905,34.63969897510586,0
17,0.4695967355050451,0.1904041778263846,-0.011473779091281996,0.7644203953971428,1.1575770111451764,0.7597184571460188,-0.460425142829091,3.0635033983165205,6.9940170940170905,34.63969897510586,0
18,-0.11357002833805122,0.1913552746918251,-1.8440577930635682,-0.2923863752972369,0.8243374287399647,2.782044241175431,0.30992998334732663,12.281714895684129,6.9940170940170905,34.63969897510586,0
19,-0.06797177720732096,1.2096457066559723,-0.3887677031660582,0.048630597573201276,0.1752255381986692,1.408752686349348,0.4093400221523333,3.6070865251762316,6.9940170940170905,34.63969897510586,0
20,-0.21137424115548464,-0.1752424456903061,0.355709414986563,1.323037726891123,-0.9094800606983531,-0.12956703455384488,0.42004360707641464,3.0536841027277686,6.9940170940170905,34.63969897510586,0
21,-0.6889963410615983,-0.4115263723616807,-0.564853157997447,-0.5748518241454852,0.3112054809858963,-0.009017623852836847,0.5964778249646625,1.736708853862004,6.9940170940170905,34.63969897510586,0
22,-0.22564535688717927,0.2782193256025296,-0.007840234184453716,0.8380569878795567,0.27862215634139187,0.2787417027481585,0.2387277024822749,1.041381527674606,6.9940170940170905,34.63969897510586,0
23,0.19712544445823296,0.2334567225854561,0.5846686080165481,1.6662870980325808,0.3565884446446785,0.09433526215725785,0.687171541282378,4.010078780411509,6.9940170940170905,34.63969897510586,0
24,-1.5305885045605652,0.43238529850043356,1.0800198871557523,0.06239645826213465,0.08688487519715524,-0.7579770150459344,-0.6410286367650584,4.172726472054108,6.9940170940170905,34.63969897510586,0
25,0.12928904531794416,-0.14125107624293481,1.6026133875363142,-1.4977441595664172,0.4264358990574183,0.44628780312970484,0.09855002332949642,5.1421395639774925,6.9940170940170905,34.63969897510586,0
26,2.1378296919826583,-3.2928991292808956,-1.3669404561087029,-1.9712569110706517,-2.7216747474777767,1.2737531459580274,-3.8183462398102668,48.22752303862876,6.9940170940170905,34.63969897510586,1
27,0.9271870279018866,1.6833418660380974,-0.8676482199727364,1.7183433551645262,-2.253850740324374,-1.5285588238988743,0.7517301265527384,14.936241434680605,6.9940170940170905,34.63969897510586,0
28,0.03889578174811289,-0.9735847071556102,0.2605621343139871,0.618427522359868,-0.16335294766921477,0.30983133774314464,-0.22994502913299586,1.3736767509438714,6.9940170940170905,34.63969897510586,0
29,-0.746083147801631,0.09770297190026131,-0.3503326043181836,1.8356140347530103,-1.8236782617410683,1.003196897621268,1.285957562593954,10.817175903427472,6.9940170940170905,34.63969897510586,0
30,0.5559013250557486,0.34133309799057643,-0.2752914775955095,0.6112376985376058,0.4265782177133366,-0.0542718852158995,0.38253196126255273,1.1647926738634233,6.9940170940170905,34.63969897510586,0
31,-0.5589544909369036,-1.298206116246137,0.3652638391924735,-0.4532118722497811,-0.03282416101077645,-0.04132397707430567,1.2032499284868263,3.998096958102856,6.9940170940170905,34.63969897510586,0
32,-0.22979470304158395,1.9603470390397593,1.6191558114151408,-0.7795021456439504,-0.3267917135834326,-0.6584898687669647,-0.5650718763463277,7.119984430041215,6.9940170940170905,34.63969897510586,0
33,-2.31161092927038,-1.9675325822270988,-1.3122795475924867,-1.5801821455593605,-0.5429224499924385,1.6284240761435635,0.35487919381225963,14.183937227472628,6.9940170940170905,34.63969897510586,0
34,2.7273701829058665,-2.8637312207035936,-1.92394753266443,-0.3947047290058294,-1.17235699926679,-0.7817687737749578,-3.052039243508016,31.22963738770838,6.9940170940170905,34.63969897510586,0
35,-1.1667323564234164,-1.328398021923514,1.1687500164831657,0.7918386646485472,0.7660439826108978,2.0340327473546265,-0.02957117118449517,9.166441733874217,6.9940170940170905,34.63969897510586,0
36,0.328424630534848,-0.5752064131383082,2.1053321854200657,-0.3918676884063586,-0.40087569279327107,-0.07312053264352573,-0.2136398872029273,4.9829618833341325,6.9940170940170905,34.63969897510586,0
37,-0.282493916252935,0.675649882452942,0.6084223552483556,0.39096576977751135,-0.17897209071166553,-0.26693694741500407,-1.3205363825162242,3.617559633305536,6.9940170940170905,34.63969897510586,0
38,0.005227292801652781,-0.28241005586810003,0.6301068863093553,-0.4757760505809605,-0.2676449581248641,-0.976476414185892,0.2683611248215679,1.8404616191451657,6.9940170940170905,34.63969897510586,0
39,5.48973133737642,-5.518785505738939,-0.9911257526306168,0.6445554394470487,-0.0046819536746105644,0.7604219747793217,-0.49974170483522223,47.179050117831736,6.9940170940170905,34.63969897510586,1
40,-0.8688628581118067,-0.9582368679957187,0.051145408728659664,-0.5593601204829478,-1.3642293044321294,0.3704401445916058,1.4248747133726687,6.6376449117344265,6.9940170940170905,34.63969897510586,0
41,0.8795948775246341,-0.344227243097912,1.2916248885587842,-0.9316918823148257,1.0738171144582327,-0.0003219080412841707,0.1667002611603665,4.344626963442752,6.9940170940170905,34.63969897510586,0
42,-0.15650895992193606,-0.10777832389652121,-1.157684927675675,-0.5893778562852727,0.7788081996403091,1.0010028605946029,-0.24218411908232676,3.4146662624106754,6.9940170940170905,34.63969897510586,0
43,0.08046930509906425,0.6448400582936602,-0.5090458250279445,-1.336164121039636,-1.4577299350526252,2.5315597038949513,0.7354518100696239,12.005062679908539,6.9940170940170905,34.63969897510586,0
44,1.1542148014640212,0.36268867733133675,-0.5360937200241467,-1.2225767179567442,1.711809320611144,0.062449214542589,0.4503431669335093,6.14690526704727,6.9940170940170905,34.63969897510586,0
