time_index,PCA_SPE,PCA_SPE_CL,PCA_SPE_UCL,PCA_SPE_beyond_UCL
0,0.14939361222799696,0.6468754260750209,4.172162872766315,0
1,0.0009060996425889153,0.6468754260750209,4.172162872766315,0
2,0.03019602800072662,0.6468754260750209,4.172162872766315,0
3,0.13076623852928046,0.6468754260750209,4.172162872766315,0
4,0.06150864946361113,0.6468754260750209,4.172162872766315,0
5,0.13568234355058467,0.6468754260750209,4.172162872766315,0
6,0.835164763781203,0.6468754260750209,4.172162872766315,0
7,1.3501718588017986,0.6468754260750209,4.172162872766315,0
8,0.03168558853080138,0.6468754260750209,4.172162872766315,0
9,0.04906291376495231,0.6468754260750209,4.172162872766315,0
10,0.20315178577237167,0.6468754260750209,4.172162872766315,0
11,0.9167200627203898,0.6468754260750209,4.172162872766315,0
12,0.4929450589330604,0.6468754260750209,4.172162872766315,0
13,0.2806447548290095,0.6468754260750209,4.172162872766315,0
14,0.5034618884188656,0.6468754260750209,4.172162872766315,0
15,0.20933398866530156,0.6468754260750209,4.172162872766315,0
16,0.41721009157826305,0.6468754260750209,4.172162872766315,0
17,0.052915918596065814,0.6468754260750209,4.172162872766315,0
18,0.02161008352244055,0.6468754260750209,4.172162872766315,0
19,0.13704302053725612,0.6468754260750209,4.172162872766315,0
20,2.1900038181813852,0.6468754260750209,4.172162872766315,0
21,5.998734998746557,0.6468754260750209,4.172162872766315,1
22,0.04456969501774493,0.6468754260750209,4.172162872766315,0
23,0.5917296143255317,0.6468754260750209,4.172162872766315,0
24,0.4233601335696314,0.6468754260750209,4.172162872766315,0
25,0.40384847711149474,0.6468754260750209,4.172162872766315,0
26,0.001077428975148005,0.6468754260750209,4.172162872766315,0
27,0.006922854338834787,0.6468754260750209,4.172162872766315,0
28,0.5359326595206291,0.6468754260750209,4.172162872766315,0
29,1.939713002151922,0.6468754260750209,4.172162872766315,0
30,0.0691730516271084,0.6468754260750209,4.172162872766315,0
31,1.7920669876536266,0.6468754260750209,4.172162872766315,0
32,0.06790067866847277,0.6468754260750209,4.172162872766315,0
33,0.03293143113215026,0.6468754260750209,4.172162872766315,0
34,0.01376038255038724,0.6468754260750209,4.172162872766315,0
35,0.13362068393148993,0.6468754260750209,4.172162872766315,0
36,0.36361578611228346,0.6468754260750209,4.172162872766315,0
37,0.06685472258063409,0.6468754260750209,4.172162872766315,0
38,0.12274351751334511,0.6468754260750209,4.172162872766315,0
39,0.04423745847373114,0.6468754260750209,4.172162872766315,0
40,0.5684095879826432,0.6468754260750209,4.172162872766315,0
41,0.07405218821481951,0.6468754260750209,4.172162872766315,0
42,0.5654286029289799,0.6468754260750209,4.172162872766315,0
43,0.8815579652994014,0.6468754260750209,4.172162872766315,0
44,0.07072014785549344,0.6468754260750209,4.172162872766315,0
45,0.2676667569943428,0.6468754260750209,4.172162872766315,0
